food_id,Name,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Wikipedia Link,Alias,Top_15_Similar_Foods,Top_15_Same_Fine_Category,Top_15_Same_Coarse_Category
940,Karelian pasty,"[""pastry""]","[""savoury pie""]","[""Finnish""]","[""Finnish""]","[""Karelia""]","[""Finland""]",https://en.wikipedia.org/wiki/Karelian_pasty,"{""ar - Arabic"": ""فطيرة كاريليان"", ""de - German"": ""Karelische Pirogge"", ""en-simple - Simple English"": ""Karelian pasty"", ""eo - Esperanto"": ""Karelia torto"", ""es - Spanish"": ""Pastel carelio"", ""et - Estonian"": ""Karjala pirukas"", ""fi - Finnish"": ""Karjalanpiirakka"", ""fr - French"": ""Tarte carélienne"", ""he - Hebrew"": ""מאפה קרלי"", ""it - Italian"": ""Karjalanpiirakka"", ""ja - Japanese"": ""カレリアンピーラッカ"", ""ko - Korean"": ""카리알란피라카"", ""nb - Norwegian Bokmål"": ""Karelske piroger"", ""nn - Norwegian Nynorsk"": ""Karelske pirogar"", ""olo - Livvi-Karelian"": ""Šipainiekku"", ""pl - Polish"": ""Pierogi karelskie"", ""pt - Portuguese"": ""Pastel da Carélia"", ""ru - Russian"": ""Калитки"", ""sr - Serbian"": ""Карелска пита"", ""sv - Swedish"": ""Karelska piroger"", ""tr - Turkish"": ""Karelya çöreği"", ""uk - Ukrainian"": ""Карельський пиріг"", ""uz - Uzbek"": ""Kalitkalar"", ""vep - Veps"": ""Kalitkad""}","[1216, 960, 831, 2214, 744, 939, 1574, 832, 1541, 1105, 2297, 437, 929, 2284, 646]","[960, 831, 939, 832, 2300, 2215, 967, 2287, 820, 947, 899, 942, 957, 869, 907]","[1216, 960, 831, 744, 939, 832, 2297, 929, 2284, 2300, 799, 885, 926, 2292, 2215]"
941,Key lime pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Florida""]","[""United States""]",https://en.wikipedia.org/wiki/Key_lime_pie,"{""ca - Catalan"": ""Pastís de llimona merengada"", ""de - German"": ""Key Lime Pie"", ""en-simple - Simple English"": ""Key lime pie"", ""es - Spanish"": ""Tarta de lima de los Cayos"", ""fa - Persian"": ""پای لیموی کی"", ""fr - French"": ""Key lime pie"", ""hy - Armenian"": ""Լայմով կարկանդակ"", ""it - Italian"": ""Torta di limetta"", ""ja - Japanese"": ""キーライムパイ"", ""jv - Javanese"": ""Pai jeruk nipis"", ""ko - Korean"": ""키라임 파이"", ""nb - Norwegian Bokmål"": ""Key lime pie"", ""nl - Dutch"": ""Key lime pie"", ""ru - Russian"": ""Лаймовый пирог"", ""sv - Swedish"": ""Key lime pie"", ""tr - Turkish"": ""Misket limonlu tart"", ""yue - Cantonese"": ""青檸批"", ""zh - Chinese"": ""佛岛青柠派""}","[2301, 974, 921, 910, 928, 890, 1855, 2302, 945, 918, 984, 1801, 983, 676, 951]","[2301, 974, 921, 910, 928, 2302, 945, 918, 984, 983, 951, 982, 968, 961, 912]","[2301, 974, 921, 910, 928, 2302, 945, 918, 984, 983, 951, 982, 968, 961, 929]"
942,Khachapuri,"[""pastry""]","[""savoury pie""]","[""Georgian""]","[""Georgian""]","[""South Caucasus""]","[""Georgia""]",https://en.wikipedia.org/wiki/Khachapuri,"{""ab - Abkhazian"": ""Ачашә"", ""ar - Arabic"": ""خشبوري"", ""az - Azerbaijani"": ""Xaçapuri"", ""ba - Bashkir"": ""Хачапури"", ""be - Belarusian"": ""Хачапуры"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Хачапуры"", ""bg - Bulgarian"": ""Хачапури"", ""ca - Catalan"": ""Khachapuri"", ""cs - Czech"": ""Chačapuri"", ""de - German"": ""Chatschapuri"", ""es - Spanish"": ""Jachapuri"", ""eu - Basque"": ""Khatxapuri"", ""fa - Persian"": ""خاچاپوری"", ""fi - Finnish"": ""Hatšapuri"", ""fr - French"": ""Khatchapouri"", ""gl - Galician"": ""Khachapuri"", ""he - Hebrew"": ""חצ'פורי"", ""hr - Croatian"": ""Hačapuri"", ""hy - Armenian"": ""Խաչապուրի"", ""hyw - Western Armenian"": ""Խաչապուրի"", ""id - Indonesian"": ""Khachapuri"", ""it - Italian"": ""Khachapuri"", ""ja - Japanese"": ""ハチャプリ"", ""jv - Javanese"": ""Khachapuri"", ""ka - Georgian"": ""ხაჭაპური"", ""kk - Kazakh"": ""Хачапури"", ""ko - Korean"": ""하차푸리"", ""ky - Kyrgyz"": ""Хачапури"", ""lt - Lithuanian"": ""Chačiapuris"", ""lv - Latvian"": ""Hačapuri"", ""mk - Macedonian"": ""Хачапури"", ""nl - Dutch"": ""Chatsjapoeri"", ""pl - Polish"": ""Chaczapuri"", ""pt - Portuguese"": ""Khachapuri"", ""ro - Romanian"": ""Haciapuri"", ""ru - Russian"": ""Хачапури"", ""sh - Serbo-Croatian"": ""Hačapuri"", ""sk - Slovak"": ""Chačapuri"", ""sl - Slovenian"": ""Hačapuri"", ""sr - Serbian"": ""Хачапури"", ""sv - Swedish"": ""Chatjapuri"", ""ta - Tamil"": ""கச்சாப்பூரி"", ""th - Thai"": ""ฆาจาปูรี"", ""tr - Turkish"": ""Haçapuri"", ""uk - Ukrainian"": ""Хачапурі"", ""uz - Uzbek"": ""Xachapuri"", ""vi - Vietnamese"": ""Khachapuri"", ""zh - Chinese"": ""卡查普里""}","[2309, 1059, 1093, 1710, 1097, 1221, 1217, 642, 1441, 1096, 1120, 1949, 1115, 744, 1028]","[988, 832, 783, 940, 939, 1319, 907, 2215, 869, 971, 916, 957, 896, 2287, 831]","[744, 1003, 1393, 1234, 988, 2145, 914, 886, 2292, 2341, 964, 1345, 774, 885, 1199]"
943,Kuchen,"[""pastry""]","[""dessert pie"", ""savoury pie""]","[""German""]","[""German""]","[""Germany""]","[""Germany""]",https://en.wikipedia.org/wiki/Kuchen,"{""ca - Catalan"": ""Kuchen"", ""es - Spanish"": ""Kuchen"", ""jv - Javanese"": ""Kuchen""}","[922, 652, 644, 2383, 716, 2122, 227, 600, 728, 914, 790, 697, 850, 2201, 822]","[931, 964, 2298]","[922, 728, 914, 790, 850, 686, 931, 949, 966, 995, 770, 796, 1309, 819, 886]"
944,Kurnik,"[""pastry""]","[""savoury pie"", ""flaky pastry""]","[""Russian""]","[""Russian""]","[""Russia""]","[""Russia""]",https://en.wikipedia.org/wiki/Kurnik_(pirog),"{""af - Afrikaans"": ""Koernik"", ""ar - Arabic"": ""كورنك"", ""az - Azerbaijani"": ""Kurnik piroq"", ""jv - Javanese"": ""Kurnik"", ""mk - Macedonian"": ""Курник"", ""myv - Erzya"": ""Курник"", ""olo - Livvi-Karelian"": ""Kurniekku"", ""pl - Polish"": ""Kurnik"", ""ru - Russian"": ""Курник"", ""tt - Tatar"": ""Курник"", ""uk - Ukrainian"": ""Курник"", ""uz - Uzbek"": ""Kurnik""}","[1217, 1201, 1204, 2015, 1184, 394, 1221, 791, 1964, 1055, 1199, 404, 1189, 1381, 752]","[759, 925]","[1199, 1381, 752, 1234, 964, 977, 820, 759, 2283, 789, 916, 942, 851, 799, 940]"
945,Lemon meringue pie,"[""pastry""]","[""dessert pie""]","[""French""]","[""French""]","[""France""]","[""France""]",https://en.wikipedia.org/wiki/Lemon_meringue_pie,"{""de - German"": ""Lemon Meringue Pie"", ""en-simple - Simple English"": ""Lemon meringue pie"", ""es - Spanish"": ""Tarta de limón con merengue"", ""fa - Persian"": ""پای مرنگ لیمو"", ""fr - French"": ""Tarte au citron meringuée"", ""he - Hebrew"": ""פאי מקצפת לימון"", ""ja - Japanese"": ""レモンパイ"", ""jv - Javanese"": ""Pai meringue lémon"", ""nl - Dutch"": ""Citroen-meringuetaart"", ""yue - Cantonese"": ""檸檬蛋白酥皮批""}","[918, 890, 867, 974, 729, 2301, 2302, 1855, 968, 941, 921, 983, 991, 806, 910]","[918, 974, 2301, 2302, 968, 941, 921, 983, 991, 910, 901, 982, 932, 934, 915]","[918, 867, 974, 729, 2301, 2302, 968, 941, 921, 983, 991, 806, 910, 901, 982]"
946,Manchester tart,"[""pastry""]","[""dessert pie""]","[""English""]","[""English""]","[""Manchester""]","[""England""]",https://en.wikipedia.org/wiki/Manchester_tart,"{""en-simple - Simple English"": ""Manchester tart"", ""jv - Javanese"": ""Tart Manchester"", ""ru - Russian"": ""Манчестерский тарт"", ""uk - Ukrainian"": ""Манчестерський тарт"", ""uz - Uzbek"": ""Manchester tarti"", ""vi - Vietnamese"": ""Tart Manchester""}","[892, 909, 911, 926, 991, 929, 956, 751, 634, 867, 676, 878, 2138, 877, 2302]","[909, 911, 991, 956, 2302, 958, 959, 968, 949, 920, 995, 983, 900, 945, 901]","[909, 911, 926, 991, 929, 956, 867, 878, 2138, 877, 2302, 958, 959, 843, 968]"
947,Meat and potato pie,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""Staffordshire"", ""Cheshire"", ""Yorkshire"", ""Lancashire"", ""Cumberland"", ""Westmorland""]","[""England""]",https://en.wikipedia.org/wiki/Meat_and_potato_pie,"{""fa - Persian"": ""پای گوشت و سیب‌زمینی"", ""ja - Japanese"": ""肉とポテトのパイ"", ""jv - Javanese"": ""Pai kenthang lan daging""}","[975, 840, 948, 972, 960, 1890, 990, 981, 923, 908, 870, 2303, 936, 967, 2281]","[975, 840, 948, 972, 960, 981, 923, 908, 870, 2303, 936, 967, 898, 996, 820]","[975, 840, 948, 972, 960, 990, 981, 923, 908, 870, 2303, 936, 967, 898, 996]"
948,Meat pie,"[""pastry""]","[""savoury pie""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",https://en.wikipedia.org/wiki/Meat_pie,"{""ca - Catalan"": ""Pastís de carn"", ""el - Greek"": ""Κρεατόπιτα"", ""fa - Persian"": ""پای گوشت"", ""fr - French"": ""Tourte à la viande"", ""ha - Hausa"": ""Meat pie"", ""hy - Armenian"": ""Մսով կարկանդակ"", ""id - Indonesian"": ""Pai daging"", ""ig - Igbo"": ""Meat pie"", ""it - Italian"": ""Pasticcio di carne"", ""ja - Japanese"": ""ミートパイ"", ""jv - Javanese"": ""Pai daging"", ""ko - Korean"": ""고기 파이"", ""la - Latin"": ""Artocreas"", ""mk - Macedonian"": ""Пита со месо"", ""tr - Turkish"": ""Etli turta"", ""uk - Ukrainian"": ""М'ясний пиріг"", ""yue - Cantonese"": ""肉批"", ""zh - Chinese"": ""肉馅饼""}","[947, 1890, 840, 975, 2303, 955, 952, 972, 981, 990, 954, 2288, 2299, 950, 1912]","[947, 840, 975, 2303, 955, 972, 981, 954, 2299, 950, 898, 2287, 923, 736, 870]","[947, 840, 975, 2303, 955, 952, 972, 981, 990, 954, 2288, 2299, 950, 898, 969]"
949,Melktert,"[""pastry""]","[""dessert pie""]","[""South African""]","[""South African""]","[""South Africa""]","[""South Africa""]",https://en.wikipedia.org/wiki/Melktert,"{""af - Afrikaans"": ""Melktert"", ""ar - Arabic"": ""ميلك تيرت"", ""id - Indonesian"": ""Melktert"", ""ig - Igbo"": ""Melktert"", ""it - Italian"": ""Melktert"", ""jv - Javanese"": ""Melktert"", ""nl - Dutch"": ""Melktert"", ""pt - Portuguese"": ""Melktert"", ""ru - Russian"": ""Мельктерт"", ""th - Thai"": ""เมลก์เตร์ต"", ""tr - Turkish"": ""Melktert"", ""uz - Uzbek"": ""Melktert"", ""yue - Cantonese"": ""奶撻"", ""zh - Chinese"": ""鮮奶撻""}","[2302, 812, 926, 929, 760, 909, 1801, 546, 921, 959, 1820, 983, 430, 750, 777]","[2302, 909, 921, 959, 983, 911, 906, 914, 910, 995, 956, 991, 945, 920, 932]","[2302, 812, 926, 929, 760, 909, 921, 959, 983, 750, 777, 911, 2138, 906, 2289]"
950,Melton Mowbray pork pie,"[""pastry""]","[""savoury pie""]","[""English""]","[""English""]","[""Leicestershire""]","[""England""]",https://en.wikipedia.org/wiki/Pork_pie#Melton_Mowbray_pork_pie,"{""en-simple - Simple English"": ""Pork pie"", ""es - Spanish"": ""Pastel de cerdo"", ""it - Italian"": ""Pork pie"", ""jv - Javanese"": ""Pai babi"", ""pl - Polish"": ""Pork pie"", ""ru - Russian"": ""Лестерширский пирог со свининой"", ""tr - Turkish"": ""Domuz turtası"", ""uk - Ukrainian"": ""Лестерширський пиріг зі свининою"", ""uz - Uzbek"": ""Lestershir cho‘chqa go‘shtli pirog"", ""yue - Cantonese"": ""豬肉批""}","[948, 927, 1890, 972, 947, 1912, 952, 975, 954, 2303, 2288, 990, 976, 996, 934]","[948, 972, 947, 975, 954, 2303, 996, 2299, 840, 980, 981, 2287, 898, 908, 2300]","[948, 927, 972, 947, 952, 975, 954, 2303, 2288, 990, 976, 996, 934, 2299, 901]"
951,Millionaire pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Southern United States"", ""Southwestern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Millionaire_pie,"{""jv - Javanese"": ""Pai milyunèr""}","[961, 915, 921, 893, 910, 993, 932, 962, 889, 968, 813, 900, 974, 941, 894]","[961, 915, 921, 910, 993, 932, 962, 968, 900, 974, 941, 983, 901, 982, 903]","[961, 915, 921, 910, 993, 932, 962, 968, 813, 900, 974, 941, 983, 901, 982]"
952,Mince pie,"[""pastry""]","[""dessert pie""]","[""English""]","[""American"", ""Australian""]","[""England""]","[""England"", ""United States"", ""Australia""]",https://en.wikipedia.org/wiki/Mince_pie,"{""cy - Welsh"": ""Teisen friwdda"", ""de - German"": ""Mince Pie"", ""en-simple - Simple English"": ""Mince pie"", ""es - Spanish"": ""Mince pie"", ""fi - Finnish"": ""Mince pie"", ""fr - French"": ""Mince pie"", ""he - Hebrew"": ""Mincemeat"", ""it - Italian"": ""Mince pie"", ""ja - Japanese"": ""ミンスパイ"", ""jv - Javanese"": ""Pai cincang"", ""ko - Korean"": ""민스 파이"", ""nl - Dutch"": ""Mincepie"", ""pl - Polish"": ""Mince pie"", ""ru - Russian"": ""Минс пай"", ""sv - Swedish"": ""Mince pie"", ""th - Thai"": ""มินซ์พาย"", ""tr - Turkish"": ""Mince pie"", ""uk - Ukrainian"": ""Пиріг з фаршу"", ""vi - Vietnamese"": ""Mince pie"", ""yue - Cantonese"": ""英式肉批"", ""zh - Chinese"": ""百果餡餅""}","[948, 1890, 972, 975, 900, 2303, 895, 947, 983, 867, 965, 2288, 969, 981, 934]","[900, 983, 965, 969, 934, 984, 921, 2302, 968, 935, 945, 918, 920, 910, 905]","[948, 972, 975, 900, 2303, 947, 983, 867, 965, 2288, 969, 981, 934, 984, 921]"
953,Mississippi mud pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Mississippi""]","[""United States""]",https://en.wikipedia.org/wiki/Mississippi_mud_pie,"{""de - German"": ""Mississippi Mud Pie"", ""en-simple - Simple English"": ""Mississippi mud pie"", ""es - Spanish"": ""Pastel de Misisipi"", ""fr - French"": ""Mississippi mud pie"", ""ja - Japanese"": ""ミシシッピーマッドパイ"", ""jv - Javanese"": ""Pai endhut Mississippi"", ""ko - Korean"": ""미시시피 머드 파이"", ""ru - Russian"": ""Грязь Миссисипи"", ""tr - Turkish"": ""Mississippi mud pie"", ""vi - Vietnamese"": ""Mississippi mud pie"", ""yue - Cantonese"": ""密西西比泥批""}","[901, 606, 2090, 983, 976, 963, 961, 982, 545, 927, 921, 814, 932, 624, 970]","[901, 983, 976, 963, 961, 982, 921, 932, 970, 993, 965, 962, 910, 952, 914]","[901, 983, 976, 963, 961, 982, 927, 921, 814, 932, 970, 993, 777, 965, 962]"
954,Moravian chicken pie,"[""pastry""]","[""savoury pie""]","[""American""]","[""American""]","[""Winston-Salem"", ""North Carolina""]","[""United States""]",https://en.wikipedia.org/wiki/Moravian_chicken_pie,"{""jv - Javanese"": ""Pai pitik Moravia"", ""ru - Russian"": ""Моравский куриный пирог""}","[948, 916, 1890, 917, 947, 840, 2303, 925, 967, 975, 820, 981, 972, 759, 990]","[948, 916, 947, 840, 2303, 967, 975, 820, 981, 972, 950, 2287, 955, 2299, 977]","[948, 916, 947, 840, 2303, 925, 967, 975, 820, 981, 972, 759, 990, 952, 950]"
955,Natchitoches meat pie,"[""pastry""]","[""savoury pie""]","[""American""]","[""American""]","[""Louisiana""]","[""United States""]",https://en.wikipedia.org/wiki/Natchitoches_meat_pie,"{""jv - Javanese"": ""Pai daging natchitoches""}","[948, 947, 1890, 923, 840, 990, 981, 1770, 975, 985, 2303, 2059, 972, 2023, 1402]","[948, 947, 923, 840, 981, 975, 985, 2303, 972, 967, 898, 954, 870, 820, 919]","[948, 947, 923, 840, 990, 981, 975, 985, 2303, 972, 967, 898, 954, 833, 870]"
956,Neenish tart,"[""pastry""]","[""dessert pie""]","[""Australian""]","[""Australian""]","[""Australia""]","[""Australia""]",https://en.wikipedia.org/wiki/Neenish_tart,"{""jv - Javanese"": ""Tart neenish"", ""vi - Vietnamese"": ""Tart Neenish""}","[909, 991, 926, 911, 929, 751, 2302, 892, 946, 959, 867, 949, 2289, 2138, 786]","[909, 991, 911, 2302, 946, 959, 949, 945, 901, 983, 995, 921, 987, 918, 976]","[909, 991, 926, 911, 929, 2302, 946, 959, 867, 949, 2289, 2138, 803, 945, 2295]"
957,Pască,"[""pastry""]","[""savoury pie""]","[""Romanian"", ""Moldovan""]","[""Romanian"", ""Moldovan""]","[""Romania"", ""Moldova""]","[""Romania"", ""Moldova""]",https://en.wikipedia.org/wiki/Paska_(bread)#Pasc%C4%83,"{""ar - Arabic"": ""باسكا"", ""be - Belarusian"": ""Паска"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Паска"", ""ca - Catalan"": ""Paska"", ""de - German"": ""Paska"", ""es - Spanish"": ""Paska"", ""fa - Persian"": ""پاسکا"", ""fi - Finnish"": ""Paska"", ""fr - French"": ""Pască"", ""hr - Croatian"": ""Paska"", ""hy - Armenian"": ""Պասկա"", ""it - Italian"": ""Paska"", ""ja - Japanese"": ""パスカ"", ""jv - Javanese"": ""Paska"", ""ro - Romanian"": ""Pască"", ""ru - Russian"": ""Паска"", ""rue - Rusyn"": ""Паска"", ""sv - Swedish"": ""Paska"", ""tr - Turkish"": ""Paska"", ""uk - Ukrainian"": ""Паска"", ""yue - Cantonese"": ""Paska"", ""zh - Chinese"": ""帕斯卡""}","[2341, 837, 828, 1223, 959, 929, 958, 926, 2145, 831, 832, 1216, 822, 795, 995]","[831, 832, 869, 2215, 896, 899, 940, 988, 783, 820, 942, 960, 924, 2287, 916]","[2341, 837, 828, 959, 929, 958, 926, 2145, 831, 832, 1216, 795, 995, 865, 885]"
958,Pastafrola,"[""pastry""]","[""dessert pie""]","[""Italian"", ""Argentinian"", ""Paraguayan"", ""Uruguayan"", ""Egyptian"", ""Greek""]","[""Italian"", ""Argentinian"", ""Paraguayan"", ""Uruguayan"", ""Egyptian"", ""Greek""]","[""Italy"", ""Argentina"", ""Paraguay"", ""Uruguay"", ""Egypt"", ""Greece""]","[""Italy"", ""Argentina"", ""Paraguay"", ""Uruguay"", ""Egypt"", ""Greece""]",https://en.wikipedia.org/wiki/Pastafrola,"{""ar - Arabic"": ""باستافلورا"", ""el - Greek"": ""Πάστα φλώρα"", ""es - Spanish"": ""Pastafrola"", ""fr - French"": ""Pastafrola"", ""he - Hebrew"": ""פסטפרולה"", ""ja - Japanese"": ""パスタ・フローラ"", ""jv - Javanese"": ""Pastafrola"", ""ru - Russian"": ""Пастафрола"", ""sr - Serbian"": ""Пастафрола"", ""uk - Ukrainian"": ""Пастафрола"", ""uz - Uzbek"": ""Pastafrola""}","[1866, 1225, 831, 768, 959, 1432, 892, 766, 847, 676, 1853, 750, 608, 909, 957]","[959, 909, 987, 991, 946, 911, 995, 949, 986, 914, 2302, 956, 982, 983, 920]","[831, 959, 1432, 766, 847, 750, 909, 957, 987, 784, 1335, 867, 765, 877, 899]"
959,Pastel de nata,"[""pastry""]","[""dessert pie""]","[""Portuguese""]","[""Portuguese"", ""Brazilian"", ""Mozambican"", ""Macanese"", ""Goan"", ""East Timorese"", ""Chinese"", ""Hong Kong"", ""Taiwanese"", ""Thai"", ""Singaporean"", ""Indonesian""]","[""Lisbon""]","[""Portugal"", ""Brazil"", ""Mozambique"", ""Macau"", ""East Timor"", ""China"", ""Hong Kong"", ""Taiwan"", ""Thailand"", ""Singapore"", ""Indonesia""]",https://en.wikipedia.org/wiki/Pastel_de_nata,"{""ar - Arabic"": ""باستيل دي ناتا"", ""ca - Catalan"": ""Pastéis de nata"", ""ceb - Cebuano"": ""Pastéis de nata"", ""cs - Czech"": ""Pastel de nata"", ""da - Danish"": ""Pastel de nata"", ""de - German"": ""Pastel de Nata"", ""en-simple - Simple English"": ""Pastel de nata"", ""es - Spanish"": ""Pastel de Belém"", ""eu - Basque"": ""Pastel de nata"", ""fr - French"": ""Pastel de nata"", ""gl - Galician"": ""Pastel de Belém"", ""he - Hebrew"": ""פסטל דה נאטה"", ""hu - Hungarian"": ""Portugál krémes"", ""id - Indonesian"": ""Pastel de nata"", ""io - Ido"": ""Pastel de nata"", ""it - Italian"": ""Pastel de nata"", ""ja - Japanese"": ""パステル・デ・ナタ"", ""jv - Javanese"": ""Pastél de nata"", ""ko - Korean"": ""파스텔 드 나타"", ""lb - Luxembourgish"": ""Pastel de nata"", ""ms - Malay"": ""Pastel de nata"", ""nb - Norwegian Bokmål"": ""Pastél de Nata"", ""nl - Dutch"": ""Pastel de nata"", ""nn - Norwegian Nynorsk"": ""Pastel de nata"", ""pl - Polish"": ""Pastéis de nata"", ""pt - Portuguese"": ""Pastel de nata"", ""ru - Russian"": ""Паштел-де-ната"", ""sv - Swedish"": ""Pastel de nata"", ""th - Thai"": ""ทาร์ตไข่โปรตุเกส"", ""tr - Turkish"": ""Pastel de nata"", ""uk - Ukrainian"": ""Паштел-де-ната"", ""vi - Vietnamese"": ""Pastel de nata"", ""yue - Cantonese"": ""葡撻"", ""zh - Chinese"": ""葡式蛋撻""}","[929, 926, 1866, 909, 957, 1801, 2302, 2138, 987, 765, 958, 949, 956, 750, 546]","[909, 2302, 987, 958, 949, 956, 991, 946, 906, 995, 911, 928, 986, 984, 983]","[929, 926, 909, 957, 2302, 2138, 987, 765, 958, 949, 956, 750, 763, 819, 878]"
960,Pasty,"[""pastry""]","[""savoury pie""]","[""English""]","[""English"", ""American"", ""Mexican""]","[""Devon""]","[""England"", ""United States"", ""Mexico""]",https://en.wikipedia.org/wiki/Pasty,"{""ar - Arabic"": ""فطائر اللحم"", ""bn - Bangla"": ""পেস্টি"", ""br - Breton"": ""Pasty"", ""de - German"": ""Cornish Pasty"", ""en-simple - Simple English"": ""Pasty"", ""es - Spanish"": ""Pasty"", ""fa - Persian"": ""پاستای"", ""fi - Finnish"": ""Pasteija"", ""fr - French"": ""Pasty"", ""gl - Galician"": ""Pasty"", ""io - Ido"": ""Pasteto"", ""is - Icelandic"": ""Kornbresk kjötbaka"", ""it - Italian"": ""Cornish pasty"", ""ja - Japanese"": ""パスティ"", ""jv - Javanese"": ""Pasty"", ""ko - Korean"": ""패스티"", ""kw - Cornish"": ""Pasti"", ""nl - Dutch"": ""Cornish pasty"", ""pl - Polish"": ""Cornish pasty"", ""pt - Portuguese"": ""Pastel da Cornualha"", ""ru - Russian"": ""Корнуоллский пирожок"", ""tr - Turkish"": ""Pasty"", ""uk - Ukrainian"": ""Корнуольський пиріжок"", ""yue - Cantonese"": ""康和批"", ""zh - Chinese"": ""康瓦爾餡餅""}","[831, 947, 2281, 832, 940, 736, 833, 899, 981, 1569, 2284, 1404, 975, 2289, 926]","[831, 947, 832, 940, 736, 899, 981, 975, 972, 820, 919, 898, 923, 908, 2287]","[831, 947, 832, 940, 736, 833, 899, 981, 2284, 975, 2289, 926, 972, 1397, 820]"
961,Peanut pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Southern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Peanut_pie,"{""jv - Javanese"": ""Pai kacang polong"", ""ru - Russian"": ""Арахисовый пирог"", ""uk - Ukrainian"": ""Арахісовий пиріг""}","[962, 993, 912, 983, 2298, 910, 921, 984, 1416, 965, 895, 951, 900, 963, 968]","[962, 993, 912, 983, 910, 921, 984, 965, 951, 900, 963, 968, 914, 915, 976]","[962, 993, 912, 983, 2298, 910, 921, 984, 965, 951, 900, 963, 968, 914, 915]"
962,Pecan pie,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Southern United States""]","[""United States""]",https://en.wikipedia.org/wiki/Pecan_pie,"{""ar - Arabic"": ""فطيرة جوز البقان"", ""de - German"": ""Pecan Pie"", ""en-simple - Simple English"": ""Pecan pie"", ""es - Spanish"": ""Pastel de pecanas"", ""fa - Persian"": ""پای گردوی آمریکایی"", ""fr - French"": ""Tarte aux pacanes"", ""he - Hebrew"": ""פאי פקאן"", ""hy - Armenian"": ""Պեկանով կարկանդակ"", ""it - Italian"": ""Pecan pie"", ""ja - Japanese"": ""ペカンパイ"", ""jv - Javanese"": ""Pai pecan"", ""ko - Korean"": ""피칸 파이"", ""nb - Norwegian Bokmål"": ""Pecanpai"", ""ru - Russian"": ""Пекановый пирог"", ""uk - Ukrainian"": ""Пекановий пиріг"", ""uz - Uzbek"": ""Pekan pirogi"", ""vi - Vietnamese"": ""Bánh hồ đào pêcan"", ""yue - Cantonese"": ""合桃批"", ""zh - Chinese"": ""胡桃派""}","[961, 993, 912, 910, 2272, 983, 914, 970, 984, 2298, 951, 921, 1744, 900, 968]","[961, 993, 912, 910, 983, 914, 970, 984, 951, 921, 900, 968, 965, 928, 974]","[961, 993, 912, 910, 983, 914, 970, 984, 2298, 951, 921, 1744, 900, 968, 965]"
963,Pie à la Mode,"[""pastry""]","[""dessert pie""]","[""American""]","[""American""]","[""Minnesota""]","[""United States""]",https://en.wikipedia.org/wiki/Pie_%C3%A0_la_Mode,"{""fr - French"": ""Tarte à la Mode"", ""jv - Javanese"": ""Pai à la mode"", ""vi - Vietnamese"": ""Pie à la Mode""}","[961, 1890, 970, 889, 982, 921, 2083, 969, 918, 900, 953, 934, 983, 993, 836]","[961, 970, 982, 921, 969, 918, 900, 953, 934, 983, 993, 2301, 901, 962, 2302]","[961, 970, 982, 921, 969, 918, 900, 953, 934, 983, 993, 836, 2301, 901, 948]"
964,Pirog,"[""pastry""]","[""savoury pie"", ""dessert pie""]","[""Eastern European""]","[""Eastern European""]","[""Eastern Europe""]","[""Belarus"", ""Russia"", ""Ukraine"", ""Moldova"", ""Romania""]",https://en.wikipedia.org/wiki/Pirog,"{""af - Afrikaans"": ""Pirog"", ""ar - Arabic"": ""بيروك"", ""en-simple - Simple English"": ""Pirog"", ""fr - French"": ""Pirog"", ""he - Hebrew"": ""פירוגי רוסי"", ""hu - Hungarian"": ""Pirog"", ""it - Italian"": ""Pirog"", ""ja - Japanese"": ""ピローク"", ""jv - Javanese"": ""Pirog"", ""ka - Georgian"": ""პეროგი"", ""kk - Kazakh"": ""Пирог"", ""ko - Korean"": ""피로그"", ""lb - Luxembourgish"": ""Pirogg"", ""lt - Lithuanian"": ""Pyragas"", ""mk - Macedonian"": ""Пирог"", ""pl - Polish"": ""Pieróg"", ""pt - Portuguese"": ""Pirog"", ""ru - Russian"": ""Русские пироги"", ""sv - Swedish"": ""Pirog"", ""tr - Turkish"": ""Pirog"", ""uk - Ukrainian"": ""Пиріг"", ""zh - Chinese"": ""皮羅格""}","[1775, 403, 885, 1227, 1209, 2145, 1420, 1055, 795, 701, 820, 2279, 593, 865, 2215]","[931, 943, 2298]","[885, 2145, 795, 820, 2279, 865, 2215, 1234, 841, 977, 1216, 988, 837, 2341, 799]"
