,Name,Wikipedia Link,json_aliases
1614,Eggplant papoutsaki,https://en.wikipedia.org/wiki/Eggplant_papoutsaki,"{""ca - Catalan"": ""Pabucaki"", ""el - Greek"": ""Μελιτζάνα παπουτσάκι"", ""fr - French"": ""Aubergine farcie à la grecque"", ""tr - Turkish"": ""Patlıcan pabucaki""}"
1615,Makdous,https://en.wikipedia.org/wiki/Makdous,"{""ar - Arabic"": ""مكدوس"", ""bs - Bosnian"": ""Makdus"", ""de - German"": ""Magdous"", ""es - Spanish"": ""Makdús"", ""eu - Basque"": ""Makdous"", ""fa - Persian"": ""مقدوس"", ""fr - French"": ""Makdous"", ""he - Hebrew"": ""מקדוס"", ""ru - Russian"": ""Макдус"", ""tr - Turkish"": ""Makdus"", ""uk - Ukrainian"": ""Макдус"", ""ur - Urdu"": ""مکدوس""}"
1616,Sheikh al-mahshi,https://en.wikipedia.org/wiki/Sheikh_al-mahshi,"{""ar - Arabic"": ""شيخ المحشي"", ""es - Spanish"": ""Sheij al-mahshi"", ""jv - Javanese"": ""Sheikh al-mahshi"", ""ru - Russian"": ""Шейх аль-махши""}"
1617,Stuffed eggplant,https://en.wikipedia.org/wiki/Stuffed_eggplant,"{""ar - Arabic"": ""محشي باذنجان"", ""az - Azerbaijani"": ""Badımcan dolması"", ""de - German"": ""Gefüllte Aubergine"", ""it - Italian"": ""Melanzane ripiene"", ""jv - Javanese"": ""Tèrong isi"", ""ku - Kurdish"": ""Kutilka bacanreşkê"", ""ru - Russian"": ""Фаршированные баклажаны"", ""uk - Ukrainian"": ""Фаршировані баклажани""}"
1618,Stuffed cucumber,https://en.wikipedia.org/wiki/Stuffed_cucumber,"{""de - German"": ""Gefüllte Gurke"", ""fa - Persian"": ""خیار شکم پر""}"
1619,Stuffed tomatoes,https://en.wikipedia.org/wiki/Stuffed_tomatoes,"{""ar - Arabic"": ""محشو طماطم"", ""az - Azerbaijani"": ""Pomidor dolması"", ""de - German"": ""Gefüllte Tomate"", ""eu - Basque"": ""Tomate beteak"", ""fr - French"": ""Tomates farcies"", ""it - Italian"": ""Pomodori ripieni"", ""ko - Korean"": ""소를 넣은 토마토"", ""la - Latin"": ""Lycopersica farta"", ""ru - Russian"": ""Фаршированные помидоры""}"
1620,Stuffed mushrooms,https://en.wikipedia.org/wiki/Stuffed_mushrooms,"{""de - German"": ""Gefüllte Champignons"", ""es - Spanish"": ""Setas rellenas"", ""jv - Javanese"": ""Jamur isi"", ""ru - Russian"": ""Фаршированные шампиньоны"", ""uk - Ukrainian"": ""Фаршировані печериці""}"
1621,Stuffed peppers,https://en.wikipedia.org/wiki/Stuffed_peppers,"{""am - Amharic"": ""ስንግ"", ""ar - Arabic"": ""محشي فليفلة"", ""ast - Asturian"": ""Pimientos rellenos"", ""az - Azerbaijani"": ""Bibər dolması"", ""bg - Bulgarian"": ""Пълнени чушки"", ""de - German"": ""Gefüllte Paprika"", ""en-simple - Simple English"": ""Stuffed peppers"", ""es - Spanish"": ""Pimientos rellenos"", ""eu - Basque"": ""Piper beteak"", ""he - Hebrew"": ""פלפל ממולא"", ""it - Italian"": ""Peperoncini ripieni"", ""jv - Javanese"": ""Paprika isi"", ""ko - Korean"": ""소를 넣은 고추"", ""ku - Kurdish"": ""Kutilka îsotê"", ""lv - Latvian"": ""Pildīta paprika"", ""mk - Macedonian"": ""Полнети пиперки"", ""ro - Romanian"": ""Ardei umpluți"", ""ru - Russian"": ""Фаршированный перец"", ""sq - Albanian"": ""Specat e mbushur"", ""sr - Serbian"": ""Пуњене паприке"", ""tr - Turkish"": ""Biber dolması"", ""uk - Ukrainian"": ""Фарширований перець""}"
1622,Stuffed sorrel,https://en.wikipedia.org/wiki/Stuffed_sorrel,"{""az - Azerbaijani"": ""Əvəlik dolması"", ""tr - Turkish"": ""Evelik dolması""}"
1623,Arctic roll,https://en.wikipedia.org/wiki/Arctic_roll,"{""es - Spanish"": ""Rollo Ártico"", ""fr - French"": ""Arctic roll"", ""he - Hebrew"": ""גליל ארקטי"", ""jv - Javanese"": ""Arktik gulung"", ""ms - Malay"": ""Gulingan Arktik"", ""vi - Vietnamese"": ""Kem cuộn Bắc Cực""}"
1624,Black sesame roll,https://en.wikipedia.org/wiki/Black_sesame_roll,"{""es - Spanish"": ""Rollo de sésamo negro"", ""tr - Turkish"": ""Kara susamlı rulo"", ""yue - Cantonese"": ""芝麻卷"", ""zh - Chinese"": ""芝麻卷""}"
1625,Braciolone,https://en.wikipedia.org/wiki/Braciolone,{}
1626,Breakfast roll,https://en.wikipedia.org/wiki/Breakfast_roll,"{""es - Spanish"": ""Breakfast roll"", ""he - Hebrew"": ""לחמניית ארוחת בוקר"", ""id - Indonesian"": ""Roti gulung sarapan"", ""jv - Javanese"": ""Sarapan gulung"", ""ur - Urdu"": ""ناشتہ رول"", ""zh - Chinese"": ""早餐麵包捲""}"
1627,California roll,https://en.wikipedia.org/wiki/California_roll,"{""da - Danish"": ""California roll"", ""en-simple - Simple English"": ""California roll"", ""es - Spanish"": ""California roll"", ""fa - Persian"": ""کالیفرنیا رول"", ""fi - Finnish"": ""Kalifornianrulla"", ""fr - French"": ""California roll"", ""he - Hebrew"": ""קליפורניה רול"", ""hy - Armenian"": ""Կալիֆոռնիա"", ""it - Italian"": ""California Roll"", ""ja - Japanese"": ""カリフォルニアロール"", ""jv - Javanese"": ""California gulung"", ""ko - Korean"": ""캘리포니아 롤"", ""ms - Malay"": ""Gulungan California"", ""pt - Portuguese"": ""California Roll"", ""ru - Russian"": ""Калифорния"", ""sv - Swedish"": ""California roll"", ""th - Thai"": ""แคลิฟอร์เนียโรล"", ""tr - Turkish"": ""California roll"", ""vi - Vietnamese"": ""Sushi cuộn California"", ""yue - Cantonese"": ""加州卷"", ""zh - Chinese"": ""加州卷""}"
1628,Chiko Roll,https://en.wikipedia.org/wiki/Chiko_Roll,"{""de - German"": ""Chiko Roll"", ""ja - Japanese"": ""チコ・ロール"", ""jv - Javanese"": ""Chiko gulung"", ""zh - Chinese"": ""澳洲春卷""}"
1629,Enchilada,https://en.wikipedia.org/wiki/Enchilada,"{""ar - Arabic"": ""إنشلادة"", ""be - Belarusian"": ""Энчылада"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Энчыляда"", ""ca - Catalan"": ""Enchilada"", ""cs - Czech"": ""Enchilada"", ""cy - Welsh"": ""Enchiladas"", ""de - German"": ""Enchilada"", ""el - Greek"": ""Εντσιλάδα"", ""en-simple - Simple English"": ""Enchilada"", ""eo - Esperanto"": ""Enĉilado"", ""es - Spanish"": ""Enchilada"", ""et - Estonian"": ""Enchilada"", ""eu - Basque"": ""Enchilada"", ""fa - Persian"": ""انچیلادا"", ""fi - Finnish"": ""Enchilada"", ""fr - French"": ""Enchilada"", ""gl - Galician"": ""Enchilada"", ""he - Hebrew"": ""אנצ'ילדה"", ""hy - Armenian"": ""Էնչիլադա"", ""id - Indonesian"": ""Enchilada"", ""it - Italian"": ""Enchilada"", ""ja - Japanese"": ""エンチラーダ"", ""jv - Javanese"": ""Enchilada"", ""ka - Georgian"": ""ენჩილადა"", ""ko - Korean"": ""엔칠라다"", ""ms - Malay"": ""Enchilada"", ""nb - Norwegian Bokmål"": ""Enchilada"", ""ne - Nepali"": ""इन्चिलाडा"", ""nl - Dutch"": ""Enchilada"", ""pl - Polish"": ""Enchiladas"", ""pt - Portuguese"": ""Enchilada"", ""ru - Russian"": ""Энчилада"", ""sv - Swedish"": ""Enchilada"", ""th - Thai"": ""เอนชิลาดา"", ""tr - Turkish"": ""Enchilada"", ""uk - Ukrainian"": ""Енчилада"", ""ur - Urdu"": ""اینچیلادا"", ""vi - Vietnamese"": ""Enchilada"", ""zh - Chinese"": ""安吉拉捲""}"
1630,Chimichanga,https://en.wikipedia.org/wiki/Chimichanga,"{""az - Azerbaijani"": ""Çimiçanqa"", ""be - Belarusian"": ""Чымічанга"", ""bg - Bulgarian"": ""Чимичанга"", ""el - Greek"": ""Τσιμιτσάνγκα"", ""es - Spanish"": ""Chimichanga"", ""fr - French"": ""Chimichanga"", ""hu - Hungarian"": ""Chimichanga"", ""it - Italian"": ""Chimichanga"", ""ja - Japanese"": ""チミチャンガ"", ""jv - Javanese"": ""Chimichanga"", ""ko - Korean"": ""치미창가"", ""nb - Norwegian Bokmål"": ""Chimichanga"", ""pl - Polish"": ""Chimichanga"", ""ru - Russian"": ""Чимичанга"", ""sk - Slovak"": ""Chimichanga"", ""uk - Ukrainian"": ""Чимічанга"", ""vi - Vietnamese"": ""Chimichanga"", ""zh - Chinese"": ""恰米強克捲""}"
1631,Seattle roll,https://en.wikipedia.org/wiki/Seattle_roll,"{""fa - Persian"": ""سیاتل رول"", ""ja - Japanese"": ""シアトルロール"", ""ms - Malay"": ""Gulungan Seattle"", ""yue - Cantonese"": ""西雅圖壽司卷""}"
1632,Rullepølse,https://en.wikipedia.org/wiki/Rullep%C3%B8lse,"{""da - Danish"": ""Rullepølse"", ""es - Spanish"": ""Rullepølse"", ""nn - Norwegian Nynorsk"": ""Rullepølse"", ""pt - Portuguese"": ""Rullepølse"", ""sr - Serbian"": ""Роловани свињски паумфлек"", ""sv - Swedish"": ""Rullsylta""}"
1633,Tootsie Roll,https://en.wikipedia.org/wiki/Tootsie_Roll,"{""en-simple - Simple English"": ""Tootsie Roll"", ""es - Spanish"": ""Tootsie Roll"", ""he - Hebrew"": ""טוטסי רול"", ""ko - Korean"": ""투시 롤"", ""tr - Turkish"": ""Tootsie Roll""}"
1634,Salted Nut Roll,https://en.wikipedia.org/wiki/Salted_Nut_Roll,"{""jv - Javanese"": ""Kacang asin gulung"", ""tr - Turkish"": ""Salted Nut Roll""}"
1635,Pork roll,https://en.wikipedia.org/wiki/Pork_roll,"{""es - Spanish"": ""Pork roll"", ""jv - Javanese"": ""Babi gulung""}"
1636,Pancetta,https://en.wikipedia.org/wiki/Pancetta,"{""ar - Arabic"": ""بانشيتا"", ""bg - Bulgarian"": ""Панчета"", ""bs - Bosnian"": ""Panceta"", ""co - Corsican"": ""Panzetta"", ""cs - Czech"": ""Pancetta"", ""da - Danish"": ""Pancetta"", ""de - German"": ""Pancetta"", ""egl - Emiliano-Romagnolo"": ""Pansèta"", ""eo - Esperanto"": ""Panĉeto"", ""es - Spanish"": ""Pancetta"", ""et - Estonian"": ""Pancetta"", ""fa - Persian"": ""پانشیتا"", ""fi - Finnish"": ""Pancetta"", ""fr - French"": ""Pancetta"", ""he - Hebrew"": ""פנצ'טה"", ""hr - Croatian"": ""Panceta"", ""hy - Armenian"": ""Պանչետա"", ""it - Italian"": ""Pancetta"", ""ja - Japanese"": ""パンチェッタ"", ""jv - Javanese"": ""Pancetta"", ""ko - Korean"": ""판체타"", ""ms - Malay"": ""Pancetta"", ""nb - Norwegian Bokmål"": ""Pancetta"", ""nl - Dutch"": ""Pancetta"", ""nn - Norwegian Nynorsk"": ""Pancetta"", ""pl - Polish"": ""Pancetta"", ""pt - Portuguese"": ""Pancetta"", ""ro - Romanian"": ""Pancetta"", ""ru - Russian"": ""Панчетта"", ""sh - Serbo-Croatian"": ""Panceta"", ""sk - Slovak"": ""Pancetta"", ""sv - Swedish"": ""Pancetta"", ""uk - Ukrainian"": ""Панчета"", ""yue - Cantonese"": ""意式煙肉""}"
1637,Nut roll,https://en.wikipedia.org/wiki/Nut_roll,"{""hr - Croatian"": ""Orahnjača"", ""jv - Javanese"": ""Kacang gulung"", ""mk - Macedonian"": ""Оревњача"", ""uk - Ukrainian"": ""Горіховий рулет""}"
1638,Lobster roll,https://en.wikipedia.org/wiki/Lobster_roll,"{""ar - Arabic"": ""لفافة الكركند"", ""es - Spanish"": ""Lobster roll"", ""fa - Persian"": ""رول شاه‌میگو"", ""fr - French"": ""Guédille"", ""id - Indonesian"": ""Roti gulung lobster"", ""it - Italian"": ""Lobster roll"", ""jv - Javanese"": ""Lobster gulung"", ""ko - Korean"": ""로브스터 롤"", ""la - Latin"": ""Pastillum locustarium"", ""zh - Chinese"": ""龙虾卷""}"
1639,Makizushi,https://en.wikipedia.org/wiki/Sushi#Makizushi,"{""af - Afrikaans"": ""Soesji"", ""an - Aragonese"": ""Sushi"", ""ar - Arabic"": ""سوشي"", ""ary - Moroccan Arabic"": ""سوشي"", ""arz - Egyptian Arabic"": ""سوشى"", ""as - Assamese"": ""চুশ্বি"", ""ast - Asturian"": ""Sushi"", ""az - Azerbaijani"": ""Suşi"", ""azb - South Azerbaijani"": ""سوشی"", ""ba - Bashkir"": ""Суши"", ""bar - Bavarian"": ""Suschi"", ""bcl - Central Bikol"": ""Sushi"", ""be - Belarusian"": ""Сушы"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Сусі"", ""bg - Bulgarian"": ""Суши"", ""bn - Bangla"": ""সুশি"", ""bo - Tibetan"": ""ཧྲོའུ་སི།"", ""br - Breton"": ""Sushi"", ""ca - Catalan"": ""Sushi"", ""chr - Cherokee"": ""ᏑᏏ"", ""ckb - Central Kurdish"": ""سوشی"", ""cs - Czech"": ""Suši"", ""cy - Welsh"": ""Swshi"", ""da - Danish"": ""Sushi"", ""de - German"": ""Sushi"", ""el - Greek"": ""Σούσι"", ""en-simple - Simple English"": ""Sushi"", ""eo - Esperanto"": ""Suŝio"", ""es - Spanish"": ""Sushi"", ""et - Estonian"": ""Suši"", ""eu - Basque"": ""Sushi"", ""fa - Persian"": ""سوشی"", ""fi - Finnish"": ""Sushi"", ""fo - Faroese"": ""Sushi"", ""fr - French"": ""Sushi"", ""gan - Gan"": ""壽司"", ""gl - Galician"": ""Suxi"", ""gn - Guarani"": ""Súchi"", ""hak - Hakka Chinese"": ""Su-sí"", ""he - Hebrew"": ""סושי"", ""hi - Hindi"": ""सूशी"", ""hr - Croatian"": ""Suši"", ""hu - Hungarian"": ""Szusi"", ""hy - Armenian"": ""Սուշի"", ""hyw - Western Armenian"": ""Սուշի"", ""id - Indonesian"": ""Susyi"", ""ik - Inupiaq"": ""Maqpiġaaġmiŋa"", ""io - Ido"": ""Sushio"", ""is - Icelandic"": ""Sushi"", ""it - Italian"": ""Sushi"", ""ja - Japanese"": ""寿司"", ""jv - Javanese"": ""Sushi"", ""ka - Georgian"": ""სუში"", ""km - Khmer"": ""ស៊ូស៊ី"", ""kn - Kannada"": ""ಸೂಶಿ"", ""ko - Korean"": ""스시"", ""ky - Kyrgyz"": ""Суши"", ""la - Latin"": ""Sushi"", ""lmo - Lombard"": ""Sushi"", ""lo - Lao"": ""ຊູຊິ"", ""lt - Lithuanian"": ""Sušis"", ""lv - Latvian"": ""Suši"", ""lzh - Literary Chinese"": ""鮨"", ""mk - Macedonian"": ""Суши"", ""ml - Malayalam"": ""സുഷി"", ""mn - Mongolian"": ""Сүши"", ""mr - Marathi"": ""सुशी"", ""mrj - Western Mari"": ""Суши"", ""ms - Malay"": ""Susyi"", ""my - Burmese"": ""ဆူရှီ"", ""nan - Minnan"": ""Sù-sih"", ""nb - Norwegian Bokmål"": ""Sushi"", ""nds-NL - Low Saxon"": ""Soesie"", ""ne - Nepali"": ""सुसी"", ""nl - Dutch"": ""Sushi"", ""nrf - Norman"": ""Suchîn"", ""oc - Occitan"": ""Soshí"", ""pa - Punjabi"": ""ਸੂਸ਼ੀ"", ""pl - Polish"": ""Sushi"", ""pnb - Western Punjabi"": ""سوشی"", ""pt - Portuguese"": ""Sushi"", ""pwn - Paiwan"": ""susi"", ""ro - Romanian"": ""Sushi"", ""ru - Russian"": ""Суши"", ""scn - Sicilian"": ""Sushi"", ""sh - Serbo-Croatian"": ""Suši"", ""sk - Slovak"": ""Suši"", ""sl - Slovenian"": ""Suši"", ""sq - Albanian"": ""Sushi"", ""sr - Serbian"": ""Суши"", ""su - Sundanese"": ""Sushi"", ""sv - Swedish"": ""Sushi"", ""ta - Tamil"": ""சுசி"", ""th - Thai"": ""ซูชิ"", ""tl - Tagalog"": ""Sushi"", ""tr - Turkish"": ""Suşi"", ""tt - Tatar"": ""Суши"", ""ug - Uyghur"": ""سۇشى"", ""uk - Ukrainian"": ""Суші"", ""ur - Urdu"": ""سوشی"", ""uz - Uzbek"": ""Sushi"", ""vi - Vietnamese"": ""Sushi"", ""war - Waray"": ""Sushi"", ""wuu - Wu"": ""寿司"", ""yue - Cantonese"": ""壽司"", ""zgh - Standard Moroccan Tamazight"": ""ⵙⵓⵛⵉ"", ""zh - Chinese"": ""寿司""}"
1640,Minnesota sushi,https://en.wikipedia.org/wiki/Minnesota_sushi,{}
1641,Fruit Roll-Ups,https://en.wikipedia.org/wiki/Fruit_Roll-Ups,"{""he - Hebrew"": ""רול-אפס""}"
1642,Fruit by the Foot,https://en.wikipedia.org/wiki/Fruit_by_the_Foot,{}
1643,Farsu magru,https://en.wikipedia.org/wiki/Farsu_magru,"{""de - German"": ""Farsu magru"", ""id - Indonesian"": ""Farsu magru"", ""it - Italian"": ""Falsomagro"", ""jv - Javanese"": ""Farsu magru""}"
1644,Negimaki,https://en.wikipedia.org/wiki/Negimaki,"{""ar - Arabic"": ""نيجيماكي"", ""ca - Catalan"": ""Negimaki"", ""en-simple - Simple English"": ""Negimaki"", ""es - Spanish"": ""Negimaki"", ""fr - French"": ""Negimaki"", ""id - Indonesian"": ""Negimaki""}"
1645,Blanquette de veau,https://en.wikipedia.org/wiki/Blanquette_de_veau,"{""br - Breton"": ""Keusteurenn leue"", ""es - Spanish"": ""Blanquette de ternera"", ""eu - Basque"": ""Aratxekia saltsa zurian"", ""fr - French"": ""Blanquette de veau"", ""io - Ido"": ""Blanka raguto di bovyuno"", ""ja - Japanese"": ""ブランケット・ド・ヴォー"", ""jv - Javanese"": ""Blanquette de veau"", ""ko - Korean"": ""블랑케트"", ""nl - Dutch"": ""Blanquette de veau"", ""pl - Polish"": ""Blanquette"", ""pt - Portuguese"": ""Blanquette de veau"", ""ru - Russian"": ""Телячий бланкет""}"
1646,Bockwurst,https://en.wikipedia.org/wiki/Bockwurst,"{""de - German"": ""Bockwurst"", ""es - Spanish"": ""Bockwurst"", ""fr - French"": ""Bockwurst"", ""he - Hebrew"": ""בוקוורסט"", ""it - Italian"": ""Bockwurst"", ""ja - Japanese"": ""ボックヴルスト"", ""jv - Javanese"": ""Bockwurst"", ""nb - Norwegian Bokmål"": ""Bockwurst"", ""nl - Dutch"": ""Bockworst"", ""pt - Portuguese"": ""Bockwurst"", ""ru - Russian"": ""Боквурст"", ""sv - Swedish"": ""Bockwurst"", ""uk - Ukrainian"": ""Боквурст"", ""uz - Uzbek"": ""Bokvurst""}"
1647,Bratwurst,https://en.wikipedia.org/wiki/Bratwurst,"{""ar - Arabic"": ""السجق المشوي"", ""bar - Bavarian"": ""Brodwuascht"", ""bjn - Banjar"": ""Bratwurst"", ""ca - Catalan"": ""Bratwurst"", ""cs - Czech"": ""Bratwurst"", ""cy - Welsh"": ""Bratwurst"", ""da - Danish"": ""Bratwurst"", ""de - German"": ""Bratwurst"", ""el - Greek"": ""Μπράτβουρστ"", ""en-simple - Simple English"": ""Bratwurst"", ""es - Spanish"": ""Bratwurst"", ""eu - Basque"": ""Bratwurst"", ""fa - Persian"": ""براتوورست"", ""fi - Finnish"": ""Braatvursti"", ""fy - Western Frisian"": ""Briedwoarst"", ""he - Hebrew"": ""בראטוורסט"", ""hi - Hindi"": ""ब्रैटवुर्स्ट"", ""hy - Armenian"": ""Բրատվուրստ"", ""id - Indonesian"": ""Bratwurst"", ""it - Italian"": ""Bratwurst"", ""ja - Japanese"": ""ブラートヴルスト"", ""jv - Javanese"": ""Bratwurst"", ""ko - Korean"": ""브라트부르스트"", ""lt - Lithuanian"": ""Bratwurst"", ""nb - Norwegian Bokmål"": ""Bratwurst"", ""nl - Dutch"": ""Braadworst"", ""pt - Portuguese"": ""Bratwurst"", ""ru - Russian"": ""Братвурст"", ""sl - Slovenian"": ""Pečenica"", ""sv - Swedish"": ""Bratwurst"", ""th - Thai"": ""บราทววสท์"", ""uk - Ukrainian"": ""Братвурст"", ""uz - Uzbek"": ""Bratwurst"", ""vi - Vietnamese"": ""Bratwurst"", ""zh - Chinese"": ""德國油煎香腸""}"
1648,Calf's liver and bacon,https://en.wikipedia.org/wiki/Calf%27s_liver_and_bacon,{}
1649,Carpaccio,https://en.wikipedia.org/wiki/Carpaccio,"{""ar - Arabic"": ""كربتشو"", ""arz - Egyptian Arabic"": ""كربتشو"", ""az - Azerbaijani"": ""Karpaçço"", ""ca - Catalan"": ""Carpaccio"", ""cs - Czech"": ""Carpaccio"", ""de - German"": ""Carpaccio"", ""el - Greek"": ""Καρπάτσιο"", ""eo - Esperanto"": ""Karpaĉo"", ""es - Spanish"": ""Carpaccio"", ""et - Estonian"": ""Carpaccio"", ""fa - Persian"": ""کارپاچیو"", ""fi - Finnish"": ""Carpaccio"", ""fr - French"": ""Carpaccio"", ""gl - Galician"": ""Carpaccio"", ""he - Hebrew"": ""קרפצ'יו"", ""hu - Hungarian"": ""Carpaccio"", ""hy - Armenian"": ""Կառպաչչո"", ""it - Italian"": ""Carpaccio"", ""ja - Japanese"": ""カルパッチョ"", ""jv - Javanese"": ""Carpaccio"", ""ko - Korean"": ""카르파초"", ""lt - Lithuanian"": ""Karpačas"", ""mk - Macedonian"": ""Карпачо"", ""nb - Norwegian Bokmål"": ""Carpaccio"", ""nl - Dutch"": ""Carpaccio"", ""pl - Polish"": ""Carpaccio"", ""pt - Portuguese"": ""Carpaccio"", ""ru - Russian"": ""Карпаччо"", ""sk - Slovak"": ""Carpaccio"", ""sl - Slovenian"": ""Carpaccio"", ""sv - Swedish"": ""Carpaccio"", ""th - Thai"": ""การ์ปัชโช"", ""tl - Tagalog"": ""Carpaccio"", ""tr - Turkish"": ""Karpaçyo"", ""uk - Ukrainian"": ""Карпачо"", ""vi - Vietnamese"": ""Carpaccio"", ""yi - Yiddish"": ""קארפאטשיא"", ""yue - Cantonese"": ""意式生肉片"", ""zh - Chinese"": ""意式生肉片""}"
1650,Hortobágyi palacsinta,https://en.wikipedia.org/wiki/Hortob%C3%A1gyi_palacsinta,"{""es - Spanish"": ""Hortobágyi palacsinta"", ""eu - Basque"": ""Hortobágyi palacsinta"", ""fr - French"": ""Palacsinta de Hortobágy"", ""he - Hebrew"": ""פלאצ'ינטה נוסח הורטובאג'"", ""hu - Hungarian"": ""Hortobágyi palacsinta"", ""jv - Javanese"": ""Hortobágyi palacsinta"", ""pl - Polish"": ""Naleśniki Hortobágy"", ""ru - Russian"": ""Блинчики по-хортобадьски"", ""sr - Serbian"": ""Хортобађка палачинка"", ""uz - Uzbek"": ""Xortobadcha blinchiklar""}"
1651,Jellied veal,https://en.wikipedia.org/wiki/Jellied_veal,"{""es - Spanish"": ""Gelatina de ternera"", ""jv - Javanese"": ""Daging pedhet dijèli"", ""sv - Swedish"": ""Kalvsylta""}"
1652,Ossobuco,https://en.wikipedia.org/wiki/Ossobuco,"{""arz - Egyptian Arabic"": ""اوسوبوكو"", ""ca - Catalan"": ""Ossobuco"", ""cs - Czech"": ""Ossobuco"", ""da - Danish"": ""Ossobuco"", ""de - German"": ""Ossobuco"", ""el - Greek"": ""Οσομπούκο"", ""es - Spanish"": ""Osobuco"", ""eu - Basque"": ""Osobuko"", ""fi - Finnish"": ""Osso buco"", ""fr - French"": ""Osso buco"", ""he - Hebrew"": ""אוסובוקו"", ""id - Indonesian"": ""Ossobuco"", ""it - Italian"": ""Ossobuco alla milanese"", ""ja - Japanese"": ""オッソ・ブーコ"", ""jv - Javanese"": ""Ossobuco"", ""ko - Korean"": ""오소부코"", ""lmo - Lombard"": ""Òss bus"", ""nap - Neapolitan"": ""Uossobbuco"", ""nb - Norwegian Bokmål"": ""Ossobuco"", ""nl - Dutch"": ""Ossobuco"", ""pl - Polish"": ""Ossobuco"", ""pt - Portuguese"": ""Ossobuco"", ""ro - Romanian"": ""Osso Buco"", ""ru - Russian"": ""Оссобуко"", ""sv - Swedish"": ""Ossobuco"", ""th - Thai"": ""ออสโซบูโก"", ""tr - Turkish"": ""Ossobuco"", ""uk - Ukrainian"": ""Особуко"", ""ur - Urdu"": ""اوسوبوکو"", ""zh - Chinese"": ""意大利燴牛膝""}"
1653,Pariser schnitzel,https://en.wikipedia.org/wiki/Pariser_schnitzel,"{""ca - Catalan"": ""Escalopa parisenca"", ""de - German"": ""Pariser Schnitzel"", ""fr - French"": ""Escalope parisienne"", ""ru - Russian"": ""Парижский шницель""}"
1654,Parmigiana,https://en.wikipedia.org/wiki/Parmigiana,"{""ar - Arabic"": ""برمجانة"", ""az - Azerbaijani"": ""Parmiqiana"", ""de - German"": ""Parmigiana"", ""en-simple - Simple English"": ""Parmigiana"", ""es - Spanish"": ""Parmigiana di melanzane"", ""eu - Basque"": ""Parmigiana"", ""fr - French"": ""Parmigiana"", ""he - Hebrew"": ""פרמיג'אנה חצילים"", ""it - Italian"": ""Parmigiana di melanzane"", ""ja - Japanese"": ""パルミジャーナ"", ""jv - Javanese"": ""Parmigiana"", ""ko - Korean"": ""파르미자나"", ""mk - Macedonian"": ""Пармиџана"", ""ro - Romanian"": ""Parmigiana"", ""ru - Russian"": ""Баклажаны пармиджано"", ""tl - Tagalog"": ""Parmigiana"", ""tr - Turkish"": ""Parmigiana"", ""uk - Ukrainian"": ""Парміджана з баклажанів"", ""yue - Cantonese"": ""焗千層茄子"", ""zh - Chinese"": ""焗烤千層茄子""}"
1655,Paupiette,https://en.wikipedia.org/wiki/Paupiette,"{""es - Spanish"": ""Paupiette"", ""fr - French"": ""Paupiette"", ""ja - Japanese"": ""ポーピエット"", ""jv - Javanese"": ""Paupiette"", ""ru - Russian"": ""Попьет""}"
1656,Piccata,https://en.wikipedia.org/wiki/Piccata,"{""ar - Arabic"": ""بيكاتا"", ""arz - Egyptian Arabic"": ""بيكاتا"", ""ca - Catalan"": ""Piccata"", ""de - German"": ""Piccata"", ""es - Spanish"": ""Piccata"", ""fr - French"": ""Piccata"", ""he - Hebrew"": ""פיקאטה"", ""it - Italian"": ""Piccata"", ""ja - Japanese"": ""ピカタ"", ""jv - Javanese"": ""Piccata"", ""ko - Korean"": ""피카타"", ""ru - Russian"": ""Пикката"", ""sv - Swedish"": ""Piccata""}"
1657,Ragout fin,https://en.wikipedia.org/wiki/Ragout_fin,"{""de - German"": ""Ragout fin"", ""es - Spanish"": ""Ragout fin"", ""he - Hebrew"": ""ראגו פן"", ""hy - Armenian"": ""Ռագու ֆին"", ""nl - Dutch"": ""Ragout fin"", ""ru - Russian"": ""Рагу фин""}"
