Name,Alias,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Region1,Region2,Region3,Region4,Region5,Text Description,Image1 License,Image1 name / URL,Image2 License,Image2 name / URL,Image3 License,Image3 name / URL,Image4 License,Image4 name / URL,Image5 License,Image5 name / URL,Image6 License,Image6 name / URL,Image7 License,Image7 name / URL,Image8 License,Image8 name / URL
Smoked egg,[{'no_alias': 'not_stated'}],"[""egg""]","[""smoked egg""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,"The dish is a food that involves the smoking of bird eggs and fish eggs. It can be prepared with boiled eggs that are then smoked, or by smoking uncooked eggs in their shells. Additionally, it has been defined as a type of hors d'oeuvre of boiled eggs that are shelled, marinated, and then smoked.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Smoked_Eggs.jpg/1620px-Smoked_Eggs.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/9/92/Smoked_quail_eggs.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/7_Smoked_and_Pickled_Quail_Egg_%2815484222372%29.jpg/1620px-7_Smoked_and_Pickled_Quail_Egg_%2815484222372%29.jpg?download,,,,,,,,,,
Silog,"[{'Tapahan': 'Filipino'}, {'Tapsihan': 'Filipino'}]","[""rice"", ""egg""]","[""cooked rice"", ""mixed rice""]","[""Filipino""]","[""Filipino""]","[""Philippines""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is a class of breakfast dishes containing fried rice and fried egg. They are served with various side dish, often fried as well, and usually meat dishes such as tapa, longganisa or ham.",CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Tapsilog_in_saudi_arabia.jpg/1620px-Tapsilog_in_saudi_arabia.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/3/30/-SavorFilipino_continues..._Toci-Long-silog_-FilipinoFood_-Breakfast_-tocino_-longanisa_%2815095209992%29.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/3/3a/Spam_Meal.jpg?download,,,,,,,,,,
Scrambled eggs,[{'name': 'not_stated'}],"[""egg""]","[""stir egg""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,"The dish made from eggs (usually chicken eggs) stirred, whipped, or beaten together typically with salt, butter, oil, and sometimes other ingredients, and heated so that they form into curds.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Scrambed_eggs.jpg/1080px-Scrambed_eggs.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Pancake_Breakfast_%282499671901%29.jpg/1440px-Pancake_Breakfast_%282499671901%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Parmesan_scrambled_eggs.jpg/1440px-Parmesan_scrambled_eggs.jpg?download,,,,,,,,,,
Scotch woodcock,[{'no_alias': ''}],"[""egg"", ""bread""]","[""scrambled egg"", ""toast""]","[""British""]","[""British""]","[""United Kingdom""]","[""United Kingdom""]",Northern Europe,,,,,"The dish is a savoury dish consisting of creamy, lightly-scrambled eggs served on toast that has been spread with paste, and sometimes topped with chopped herbs and black pepper.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/6/6d/Scotch_woodcock_brit-wiki.jpg?download,,,,,,,,,,,,,,
Scotch egg,[{'no_alias': ''}],"[""egg""]","[""boiled egg""]","[""English""]","[""English"", ""British""]","[""United Kingdom""]","[""United Kingdom""]",Northern Europe,,,,,"The dish consists of a boiled egg wrapped in sausage meat, coated in breadcrumbs and baked or deep-fried often eaten in pubs or as a cold snack at picnic.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/One_scotch_egg_%28No_jar_of_Marmite%29.jpg/2880px-One_scotch_egg_%28No_jar_of_Marmite%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Draft_House%2C_Tower_Bridge%2C_London_%288050539139%29.jpg/2880px-Draft_House%2C_Tower_Bridge%2C_London_%288050539139%29.jpg?download,,,,,,,,,,,,
Salted duck egg,[{'no_alias': 'not_stated'}],"[""egg""]","[""salted egg""]","[""East Asian""]","[""East Asian""]","[""East Asia""]","[""China""]",Eastern Asia,,,,,"The dish is a preserved food product made by soaking duck eggs in brine or packing each egg in damp, salted charcoal. From the salt curing process, the eggs get a briny aroma, a gelatin-like egg white, and a firm-textured, round yolk that is bright orange-red.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/e/e6/Salty_egg.JPG?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/HK_SKD_%E8%A5%BF%E8%B2%A2_Sai_Kung_Town_%E5%AE%9C%E6%98%A5%E8%A1%97_67_Yi_Chun_Street_%E8%A5%BF%E8%B2%A2%E8%A1%97%E5%B8%82_Sai_Kung_Market_%E9%AB%98%E8%A8%98%E7%87%92%E8%87%98_Ko_Kee_Siu_Mei_box_plastic_salt_duck_egg_April_2024_R12S_02.jpg/1440px-thumbnail.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/1096Cuisine_food_of_Bulacan_Province_78.jpg/1440px-1096Cuisine_food_of_Bulacan_Province_78.jpg?download,,,,,,,,,,
Rafanata,[{'no_alias': []}],"[""egg""]","[""egg"", ""frittata""]","[""Italian""]","[""Italian""]","[""Italy""]","[""Italy""]",Southern Europe,,,,,"The dish s a baked egg dish made primarily with horseradish, potatoes, and cheese. It can also include sausage in some variations. Traditionally enjoyed during Carnival and winter.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/6/6b/Rafanata.jpg?download,,,,,,,,,,,,,,
Quindim,[{'no_alias': 'not_stated'}],"[""sweets"", ""dessert""]","[""dessert"", ""custard""]","[""Brazilian""]","[""Portuguese""]","[""Brazil""]","[""Brazil""]",South America,,,,,"The dish is a baked dessert, made primarily from sugar, egg yolks, and ground coconut. It has a custard-like texture, a glossy surface, and a bright yellow color. Typically served in small, upturned portions, it can also be made in a larger mold and served in slices.",CC-BY-SA 2.5,https://upload.wikimedia.org/wikipedia/commons/4/44/Quindim.jpg?download,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Quindim_-_San_Miguel-_2011.JPG/1620px-Quindim_-_San_Miguel-_2011.JPG?download,,,,,,,,,,,,
Queijada,[],"[""sweets""]","[""confectionery""]","[""Portuguese""]","[""Portuguese""]","[""Portugal""]","[""Portugal""]",Southern Europe,,,,,"The dish is a type of small sweet made using cheese, eggs, milk and powdered sugar.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Queijadas_aus_Vila_Franca_do_Campo%2C_Azoren_2016_03.JPG/1920px-Queijadas_aus_Vila_Franca_do_Campo%2C_Azoren_2016_03.JPG?download,,,,,,,,,,,,,,
Oeuf mayonnaise,[{'oeuf mayo': 'French'}],"[""egg""]","[""egg""]","[""French""]","[""French""]","[""France""]","[""France""]",Western Europe,,,,,"The dish is a starter food, features a large chicken egg, cooked until almost hard-boiled but with a slightly creamy yolk. After being chilled, peeled, and halved lengthwise, the egg halves are placed face down on a plate. They are then covered with a sauce made of mayonnaise and Dijon mustard, thinned with water or lemon juice for easy pouring.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Oeuf_mayonnaise--2021.jpg/1920px-Oeuf_mayonnaise--2021.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Oeuf_mayonnaise_on_lettuce.jpg/1311px-Oeuf_mayonnaise_on_lettuce.jpg?download,,,,,,,,,,,,
Meringue,"[{'French': 'méʁɛ̃ɡ', 'language': 'French'}]","[""candy"", ""dessert""]","[""candy"", ""dessert""]","[""French""]","[""French"", ""Italian"", ""Polish"", ""Portuguese"", ""Brazilian"", ""Slovenian"", ""Croatian"", ""Serbian"", ""Hungarian"", ""Bosnian and Herzegovinian"", ""Montenegrin""]","[""France"", ""Italy"", ""Poland"", ""Portugal"", ""Brazil"", ""Slovenia"", ""Croatia"", ""Serbia"", ""Hungary"", ""Bosnia and Herzegovina"", ""Montenegro""]","[""France"", ""Italy"", ""Poland"", ""Portugal"", ""Brazil"", ""Slovenia"", ""Croatia"", ""Serbia"", ""Hungary"", ""Bosnia and Herzegovina"", ""Montenegro""]",Western Europe,Southern Europe,South America,Eastern Europe,,"The dish is a light, airy dessert or candy made from whipped egg whites and sugar, sometimes with an acidic ingredient like lemon, vinegar, or cream of tartar. A binding agent such as salt, flour, or gelatin may be added. Egg whites are whipped until stiff peaks form by denaturing the protein ovalbumin through mechanical mixing. ",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Homemade_meringues_%2816961016019%29.jpg/1920px-Homemade_meringues_%2816961016019%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/5/53/Weeping_meringue_after_refrigeration.png?download,,,,,,,,,,,,
Mish-mash,[{'Миш-маш': 'Bulgarian'}],"[""vegetable""]","[""egg"", ""vegetable""]","[""Bulgarian""]","[""Bulgarian""]","[""Bulgaria""]","[""Bulgaria""]",Eastern Europe,,,,,"The dish is made with fresh vegetables, typically tomatoes, peppers, and onions, combined with eggs and sirene, and brined cheese. It is often garnished with parsley, and variations may include ingredients like garlic, scallions, eggplant, okra, or carrots. Some versions are made without sirene or onions.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Cuisinebg_mishmash.jpg/720px-Cuisinebg_mishmash.jpg?download,,,,,,,,,,,,,,
Mirza ghassemi,[{'میرزا قاسمی': 'Persian'}],"[""vegetable""]","[""eggplant"",""grilled vegetable""]","[""Iranian""]","[""Iranian""]","[""Northern Iran"", ""Gilan""]","[""Iran""]",Southern Asia,,,,,"The dish consists of eggplants/aubergines seasoned with garlic, tomato, oil or butter, salt, and pepper bound together with eggs.It can be prepared as a casserole and is usually served with bread or rice.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Mirza-Qasemi_dish.jpg/1440px-Mirza-Qasemi_dish.jpg?download,,,,,,,,,,,,,,
Omelette,[{'no_alias': []}],"[""egg""]","[""omelet""]","[""Iranian""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,"This is a dish made from eggs, fried with butter or oil in a frying pan. It is a common practice for to include fillings such as chives, vegetables, mushrooms, meat (often ham or bacon), cheese, onions or some combination of the above. Whole eggs or egg whites are often beaten with a small amount of milk, cream, or water. There are many variations of this dish based on different cuisines.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Gorgonzola_%2B_Bacon_Omelette_%40_Omelegg_%40_Amsterdam_%2816600947041%29.jpg/1920px-Gorgonzola_%2B_Bacon_Omelette_%40_Omelegg_%40_Amsterdam_%2816600947041%29.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Omelet_With_Fixings.jpg/1920px-Omelet_With_Fixings.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Omelet_de_la_Mere_Poulard.jpg/1920px-Omelet_de_la_Mere_Poulard.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/a/a5/Onion_omlette.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Tortilla_de_patata_-_San_Sebasti%C3%A1n.jpg/1920px-Tortilla_de_patata_-_San_Sebasti%C3%A1n.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Tortang_Kalabasa_%28Calabaza_omelet_-_Philippines%29_02.jpg/2560px-Tortang_Kalabasa_%28Calabaza_omelet_-_Philippines%29_02.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Omurice_by_Taimeiken.jpg/1920px-Omurice_by_Taimeiken.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Iranian_omelet.jpg/1920px-Iranian_omelet.jpg?download
Onsen tamago,"[{'温泉卵': 'Japanese'}, {'温泉玉子': 'Japanese'}]","[""egg""]","[""boiled egg""]","[""Japanese""]","[""Japanese""]","[""Japan""]","[""Japan""]",Eastern Asia,,,,,"This dish is essentially an egg boiled at low temperatures in hot spring water. It has a unique texture, with the white resembling a delicate, milky custard and the yolk firm but creamy, due to the different solidifying temperatures of the yolk and white. The egg is poached in its shell and served without the shell, typically in a small cup with a broth and soy sauce.",CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Onsen_tamago_at_minshuku_Korakuen%2C_Nagano_by_Blue_Lotus.jpg/1920px-Onsen_tamago_at_minshuku_Korakuen%2C_Nagano_by_Blue_Lotus.jpg?download,,,,,,,,,,,,,,
Ovos moles,"[{'ovos-moles de Aveiro': 'Portuguese'}, {'ovos moles de Aveiro': 'Portuguese'}]","[""sweets"", ""dessert""]","[""pastry""]","[""Portuguese""]","[""Portuguese""]","[""Aveiro""]","[""Portugal""]",Southern Europe,,,,,"The dish is a traditional sweet pastry, made from a mixture of egg yolks and sugar, sometimes with chocolate. This filling is encased in rice paper or wheat flour shells, often shaped like nautical symbols such as shells. ",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/OvosMoles1.JPG/1920px-OvosMoles1.JPG?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Oficina_dos_Ovos_Moles_-_3.%C2%BA_anos.jpg/1620px-Oficina_dos_Ovos_Moles_-_3.%C2%BA_anos.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/OvosMoles2.JPG/1920px-OvosMoles2.JPG?download,,,,,,,,,,
Oyster omelette,"[{'o-a-tsian': 'Chinese'}, {'蚵仔煎': 'Chinese'}, {'ô-á-chian': 'Pe̍h-ōe-jī'}, {'o-chien': 'Chinese'}, {'蚵煎': 'Chinese'}, {'ô-chian': 'Pe̍h-ōe-jī'}, {'orh luak': 'Chinese'}, {'蚝烙': 'Chinese'}, {'蠔烙': 'Chinese'}, {'o5 luah4': 'Peng'im'}]","[""egg"", ""seafood""]","[""omelette"", ""oyster""]","[""Chinese""]","[""Chinese"", ""Taiwanese"", ""Filipino"", ""Thai"", ""Singaporean"", ""Malaysian""]","[""China"", ""Taiwan"", ""Philippines"", ""Thailand"", ""Singapore"", ""Malaysia""]","[""China"", ""Taiwan"", ""Philippines"", ""Thailand"", ""Singapore"", ""Malaysia""]",South Eastern Asia,Eastern Asia,,,,"The dish is an omelette filled primarily with small oysters, with starch (often sweet potato starch) mixed into the egg batter for a thicker consistency. It is often fried in pork lard, and some variations include a savory sauce poured on top. Spicy or chili sauce with lime juice is often added for extra flavor. ",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Billyfoodoysteromelette.jpg/753px-Billyfoodoysteromelette.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/HK_KTD_%E8%A7%80%E5%A1%98_Kwun_Tong_%E7%89%9B%E9%A0%AD%E8%A7%92%E9%81%93_369_Ngau_Tau_Kok_Road_shop_%E6%BD%AE%E8%B1%90%E6%BD%AE%E5%B7%9E%E6%89%93%E5%86%B7_Chiu_Fung_Chiu_Chow_Congee_Restaurant_December_2021_SS2_13.jpg/1440px-HK_KTD_%E8%A7%80%E5%A1%98_Kwun_Tong_%E7%89%9B%E9%A0%AD%E8%A7%92%E9%81%93_369_Ngau_Tau_Kok_Road_shop_%E6%BD%AE%E8%B1%90%E6%BD%AE%E5%B7%9E%E6%89%93%E5%86%B7_Chiu_Fung_Chiu_Chow_Congee_Restaurant_December_2021_SS2_13.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Chinese_Rabbit_Year_Manila_Chinatown_06.jpg/810px-Chinese_Rabbit_Year_Manila_Chinatown_06.jpg?download,,,,,,,,,,
Panagyurishte-style eggs,[{'Яйца по панагюрски': 'Bulgarian'}],"[""egg""]","[""poached egg""]","[""Bulgarian""]","[""Bulgarian""]","[""Panagyurishte""]","[""Bulgaria""]",Eastern Europe,,,,,"This dish is made by poaching eggs and serving them over a bed of yogurt mixed with garlic. The dish is topped with melted butter, paprika, and sometimes crumbled white brined cheese (like sirene). It’s a simple yet flavorful dish, typically enjoyed as a savory breakfast or light meal and eaten warm.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/b/bd/Panagyurishte-style_eggs.jpg?download,,,,,,,,,,,,,,
Poached egg,[{'name': 'no_alias'}],"[""egg""]","[""poached egg""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,"The dish involves cooking an egg outside its shell by submerging in liquid (such as water or milk or wine etc.) or steaming, resulting in a more delicately cooked egg compared to higher-temperature methods like boiling.",CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Fog_Eater_Cafe_-_April_2023_-_Sarah_Stierch_04.jpg/1920px-Fog_Eater_Cafe_-_April_2023_-_Sarah_Stierch_04.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Poached_egg_on_toast.jpg/1920px-Poached_egg_on_toast.jpg?download,,,,,,,,,,,,
Pickled egg,[{'no_alias': ''}],"[""egg""]","[""boiled egg"", ""pickle""]","[""American""]","[""American"", ""German""]","[""United States""]","[""United States""]",Northern America,,,,,"This dish consists of hard-boiled eggs cured in vinegar or brine, originally created for preservation. They are a popular snack or appetizer, especially in pubs and bars. After boiling, the eggs are shelled and submerged in a solution of vinegar, salt, spices, and seasonings, with variations that can add sweet or spicy flavors.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/4/4c/Picklegegg.JPG?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/8/8e/Sol%C3%A6g.jpg?download,,,,,,,,,,,,
Pavlova,"[{""no_alias"": {}}]","[""sweets"", ""dessert""]","[""sweets"", ""dessert"", ""confectionery""]","[""Australian"", ""New Zealand""]","[""Australian"", ""New Zealand""]","[""Australia"", ""New Zealand""]","[""Australia"", ""New Zealand""]",Australia and New Zealand,,,,,"The dish is a meringue-based dessert, taking the form of a cake-like circular block of baked meringue. It has a crisp crust and is soft, light inside usually topped with fruit and whipped cream.",CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Pavlova%2C_dessert.jpeg/1920px-Pavlova%2C_dessert.jpeg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Australian_pavlova.jpg/1440px-Australian_pavlova.jpg?download,CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Christmas_pavlova.jpg/1481px-Christmas_pavlova.jpg?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Pavlova_dessert.JPG/1441px-Pavlova_dessert.JPG?download,,,,,,,,
Pastel de Tentúgal,[{'name': 'no_alias'}],"[""sweets"", ""pastry""]","[""pastry""]","[""Portuguese""]","[""Portuguese""]","[""Tentúgal""]","[""Portugal""]",Southern Europe,,,,,"This dish is a pastry filled with a mixture of egg yolks and sugar, wrapped in a paper-thin dough. It is typically served dusted with powdered sugar and is a popular dessert.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/PastelTentugal2.JPG/1920px-PastelTentugal2.JPG?download,,,,,,,,,,,,,,
Chhurpi,"[{'ཆུར་བ།': 'Tibetan'}, {'churwa': 'THL'}, {'durkha': 'not_stated'}, {'chogo': 'not_stated'}, {'chugo': 'not_stated'}]","[""cheese""]","[""cheese""]","[""Nepalese""]","[""Nepalese"", ""Bhutanese""]","[""Himalayan region""]","[""Nepal"", ""Bhutan""]",Southern Asia,,,,,"This is a dairy product made from buttermilk, which is boiled, and the solid mass is separated from the liquid and drained in a cloth. The resulting soft, white product resembles ricotta and has a neutral taste, often fermented for a tangy flavor. To make the hard variety, the soft chhurpi is pressed in a jute bag to remove excess water, dried, cut into cubes, and hung over fire to further harden.
",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/1/1a/Chhurpi_Nep.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/4/49/Chhurpi.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Chhurpi_1.jpg/810px-Chhurpi_1.jpg?download,,,,,,,,,,
Sha phaley,[{'Shabhalep': 'not_stated'}],"[""bread""]","[""stuffed bread""]","[""Tibetan""]","[""Tibetan""]","[""Tibet""]","[""Bhutan"", ""China"", ""India"", ""Nepal"", ""Pakistan""]",Southern Asia,Eastern Asia,,,,"The dish consists of bread stuffed with seasoned meat and cabbage, which is then fashioned into semi-circular or circular shapes and which according to regional variations is either deep fried or pan fried like pot stickers.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Tibetan_snack_Syabhaley_in_Nepal.jpg/717px-Tibetan_snack_Syabhaley_in_Nepal.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Indian%28Indo-Tibetan%29_Faley_or_Phaley_with_a_spicy_green_chilly_chutney%2C_Siliguri%2C_West_Bengal_DSC_0855.jpg/1624px-Indian%28Indo-Tibetan%29_Faley_or_Phaley_with_a_spicy_green_chilly_chutney%2C_Siliguri%2C_West_Bengal_DSC_0855.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Mutton_Shabalay.jpg/1440px-Mutton_Shabalay.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Pork_Sha_Faley.jpg/1610px-Pork_Sha_Faley.jpg?download,,,,,,,,
Sinki,[{'सिन्की': 'Nepali'}],"[""vegetable""]","[""fermented vegetable""]","[""Nepalese"", ""Bhutanese""]","[""Nepalese"", ""Bhutanese""]","[""Nepal"", ""Bhutan""]","[""Nepal"", ""Bhutan""]",Southern Asia,,,,,"This dish is a preserved fermented vegetable made from radish tap roots. To prepare the dish, aged radish slivers are pressed into a hole lined with bamboo and straw, covered with vegetation, rocks, wood, and mud, and then allowed to cure for about a month. After curing, the preserved radish is sun-dried and can be stored for several years.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Sinki_ko_jhol_%28Fermented_radish_soup%29.jpg/1024px-Sinki_ko_jhol_%28Fermented_radish_soup%29.jpg?download,,,,,,,,,,,,,,
Kinema,"[{'किनेमा': 'Nepali'}, {'Kinama': 'not_stated'}]","[""soybeans""]","[""fermented beans""]","[""Nepalese"", ""Bhutanese"", ""Indian""]","[""Nepalese"", ""Bhutanese"", ""Indian""]","[""Nepal"", ""Bhutan"", ""India""]","[""Nepal"", ""Bhutan"", ""India""]",Southern Asia,,,,,"The dish is made by boiling soybeans and then fermenting them. The fermentation process gives kinema a distinct aroma. It is typically used in various dishes, including curries, salads, and as a savoury dip or a pungent side dish to be consumed along with rice or bread.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/c/c2/Original_Kinema-nepal.jpg?download,,,,,,,,,,,,,,
Gundruk,"[{'गुन्द्रुक': 'Nepali'}, {'saag': 'Nepali'}]","[""vegetable""]","[""fermented vegetable""]","[""Nepalese"", ""Indian""]","[""Nepalese"", ""Indian""]","[""Nepal"", ""India""]","[""Nepal"", ""India""]",Southern Asia,,,,,The dish is obtained from the fermentation of leafy vegetables sometimes mixed with the roots as well. It is served as a side dish with the main meal and is also used as an appetizer.,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Gundruk_NP.jpg/2560px-Gundruk_NP.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Gundruk_Achar_02.jpg/2560px-Gundruk_Achar_02.jpg?download,,,,,,,,,,,,
Dhindo,[{'ढिँडो': 'Nepali'}],"[""porridge""]","[""porridge""]","[""Nepalese""]","[""Nepalese""]","[""Nepal""]","[""Nepal""]",Southern Asia,,,,,"This dish is made by gradually adding flour to boiling water while stirring, typically using buckwheat or millet flour. It is served with various accompaniments, such as lentils, curries, and condiments, and is eaten by forming small balls and dipping them into soups or liquids.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Dhindo_by_Ganesh.jpeg/1920px-Dhindo_by_Ganesh.jpeg?download,,,,,,,,,,,,,,
Aloo mutter,"[{'aloo mattar': 'not_stated'}, {'aloo matar': 'not_stated'}, {'alu': 'not_stated'}]","[""curry""]","[""vegetables""]","[""Indian Subcontinent""]","[""Indian Subcontinent""]","[""Indian subcontinent""]","[""Afghanistan"", ""Bangladesh"", ""Bhutan"", ""India"", ""Maldives"", ""Nepal"", ""Pakistan"", ""Sri Lanka""]",Southern Asia,,,,,"It is a vegetarian dish made from potatoes and peas in a mildly spiced, creamy tomato-based gravy, typically prepared with garlic, ginger, onion, and various spices. It is commonly served in restaurants, available in ready-to-eat packets, and can also be used as a filling in some variations of crepes.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Aloo_Mattar.jpg/1423px-Aloo_Mattar.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Aloo_matar_1_-_Massachusetts.jpg/1080px-Aloo_matar_1_-_Massachusetts.jpg?download,,,,,,,,,,,,
Baked beans,[{'no_alias': 'not_stated'}],"[""beans""]","[""baked beans""]","[""American""]","[""American""]","[""United States""]","[""United States""]",Northern America,,,,,This dish consists of the vegetable parboiled and then baked in sauce at a low temperature for a long period of time. It may be cooked through a steaming process as well.,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Baked_beans_in_tomato_sauce.jpg/1024px-Baked_beans_in_tomato_sauce.jpg?download,,,,,,,,,,,,,,
Bandeja paisa,"[{'bandeja de arriero': 'not_stated'}, {'bandeja montañera': 'not_stated'}, {'bandeja antioqueña': 'not_stated'}]","[""platter""]","[""beans"", ""rice"", ""meat""]","[""Colombian""]","[""Colombian""]","[""Colombia""]","[""Colombia""]",South America,,,,,"This dish is characterized by a generous variety of foods, including red beans cooked with pork, white rice, ground meat, chicharrón, a fried egg, ripe plantain, chorizo, arepa, hogao sauce, black pudding, avocado, and lemon. It is typically served on a platter or tray.",CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bandeja_paisa%2C_plato_Colombiano.jpg/1620px-Bandeja_paisa%2C_plato_Colombiano.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Bandeja_paisa_30062011.jpg/2560px-Bandeja_paisa_30062011.jpg?download,,,,,,,,,,,,
Bap,"[{'밥': 'Korean'}, {'jinji': 'Korean'}, {'진지': 'Korean'}, {'sura': 'Korean'}, {'수라': 'Korean'}, {'me': 'Korean'}, {'메': 'Korean'}]","[""rice""]","[""boiled rice""]","[""Korean""]","[""Korean""]","[""Korea""]","[""Korea""]",Eastern Asia,,,,,"This dish is a term for cooked rice made by boiling rice or other grains, such as black rice, barley, sorghum, millets, and beans, until the water is absorbed. Various ingredients like vegetables, seafood, and meat can be added to create different variants of this dish.",CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bap_%28cooked_rice%29.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/0/04/Korea-Icheon-Dolsotbap-Cooked_rice_in_a_stone_pot-01.jpg?download,,,,,,,,,,,,
