Relation	TweetId	Text	English
0	1699609451412554087	Tā nav šokolādes reklāma, bet aizvāc aiz sava suņa ! LABAIS ! https://t.co/q1EfvBGcTa	It's not a chocolate ad, but pick up after your dog ! GOOD ONE ! https://t.co/q1EfvBGcTa
3	1699609892191908067	Kad esi sasniedzis noteiktu vecumu, tev nav vajadzīga nekāda drāma.Vajadzīgs atbalsts,sexs, nauda, vakariņas, pāris labas filmas un laiks atpūtai divatā. https://t.co/CR03C3xChI	When you reach a certain age, you don't need any drama.Nee need support, sex, money, dinner, a couple of good movies, and time to relax together. https://t.co/CR03C3xChI
2	1699646561053995461	Šorīt dzestrs, tramvajs kavē, Inga nokavē autobusu😀. Brauciens līdz Āģim, kafija un būs skaista, dzestra pastaiga😀 Labrīt visiem https://t.co/RlqUhgbplv	It's cool this morning, the tram is late, Inga misses the bus 😀. A trip to Aģis, a coffee and it will be a beautiful, cool walk😀 Good morning everyone https://t.co/RlqUhgbplv
2	1699666957493047552	Atbildot uz neskaitāmajiem jautājumiem - abi vakar atrastie kaķu zīdaiņi “Terion” klīnikā ēd, guļ un dara visu pārējo, kas jādara kaķu zīdaiņiem. Visiem paldies par labajām domām. https://t.co/MKIccSFbgC	Answering a myriad of questions - the two cat babies found yesterday at "Terion" clinic eating, sleeping and doing everything else that cat babies need to be doing. Thank you all for your good thoughts. https://t.co/MKIccSFbgC
0	1699677507505537372	13€ hostelis albāņu kūrortā Vļorā. Super saimnieks, 2 mīļi sunči, jautra kompānija un vēl brokastis iekļautas. https://t.co/RISxgTcZWJ	A 13€ hostel at the Albanian resort of Vlora. A super host, 2 sweet dogs, a fun group, and also breakfast included. https://t.co/RISxgTcZWJ
3	1699683707190215099	9. septembrī no 10.00 iespēja skatīties 1927. gada filmu \"Senču pilskalnā\" par Tanīsa pilskalna izrakumiem. Kā arī Tanīsa kalnā darbosies kūkotava - būs iespēja iegādāties daudz un dažādas vietējo cepēju kūkas, turpat Tanīsa kalnā pasēdēt un apēst.  https://t.co/IDdpHy4E4H https://t.co/j0RKOQvdt3	On September 9 from 10.00 ° an opportunity to watch the 1927 film "Ancestors in the mound" about the excavations of Tanīss mound. There will also be a cake shop on Mount Tanīss - there will be an opportunity to buy many different cakes from local bakers, sit down and eat right there on Mount Tanīss. https://t.co/IDdpHy4E4H https://t.co/j0RKOQvdt3
2	1699693590321008956	Košļāt ēdienu nav vēlams, tāpēc es te mēģinu sagraizīt pankūkas. Brīžiem tik ļoti gribās noklepoties, bet to arī nedrīkst https://t.co/5ZtAwfBLar	Chewing food is not desirable, so I'm trying to cut pancakes here. Sometimes I want to cough so much, but I can't do that either https://t.co/5ZtAwfBLar
0	1699695168755053044	visu cieņu šim veikalam maizīti nesviež ārā bet noliek lai kāds ņem un ēd 🙂 #jelgava https://t.co/sZCfaaIxxD	all due respect to this store do not throw the bread out but put it down for someone to take and eat 🙂 #jelgava https://t.co/sZCfaaIxxD
0	1699701562392654053	Kad ledCkapī neka nav, tad ņemam steiku, kaut kādus dārzeņus un violā! 🤤 Lai visiem laba apetīte ☝️ https://t.co/n3iAzGTheN	When there is nothing in the ledCap, then we take a steak, some vegetables and violet!🤤 Have a good appetite for everyone ☝️ https://t.co/n3iAzGTheN
2	1699716685350027501	Mamma atsūtīja sēnes. Ar Omnivu. ( tur arī mazsālītie gurķīši pakā bija) 🤭 https://t.co/Ey9t0WtF2o	Mom sent me mushrooms. With Omniva. (Small cucumbers were also in the package) 🤭 https://t.co/Ey9t0WtF2o
2	1699752813876715969	Šonedēļ izcils piedāvājums, lai pagatavotu kartupeļus ar gaileņu mērci.   Jaunie kartupeļi - 35 centi KG Saldais krējums 1.15 Eur Gailenes - ja lasa pats vispār bez maksas.  Sāls un garšaugi pēc vēlmēm - manā gadījumā sīpols 15 centi.  @RimiLatvija #Sadarbība https://t.co/Ek9A2A195C	This week's exclusive offer to make potatoes with cockerel sauce.  New potatoes - 35 cents KG Sweet cream 1.15 Eur Chanterelles - if read by yourself free of charge.  Salt and herbs as desired - in my case, an onion 15 cents. RimiLatvija #Cooperation https://t.co/Ek9A2A195C
0	1699754442835276052	@RimiLatvija 🤌🤌🤌  Manuprāt izcils risinājums ekonomiskām brīvdienu pusdienām/vakariņām.  @RimiLatvija #Sadarbība https://t.co/ura6TfsoIK	RIMI.Latvija 🤌🤌🤌  In   my opinion, an excellent solution for an economical holiday lunch/dinner. RimiLatvija #Cooperation https://t.co/ura6TfsoIK
2	1699782796146057602	Iepirku gumijniekus 6dien gaidāmajai kartupeļu talkai!😍 kurš teica,ka nevar šikot kartupeļu laukā?!😁 https://t.co/vxFn7D7iPZ	I bought gummies for the 6th day of the upcoming potato talc!😍 who said you can't chic in a potato field?!😁 https://t.co/vxFn7D7iPZ
0	1699817981046575437	Klīst skaistulis Mežaparkā.  Brīdinu, ēd no svešām rokām. Ja nu kāds palaidis mīluli, vai noklīdis,  pie Lauku baudas ir. https://t.co/YP5J8LKXX0	Wandering beauty in Mezaparks. I'm warning you, eat from someone else's hands. If someone has launched a pet or strayed, it is at Rural Pleasure. https://t.co/YP5J8LKXX0
0	1699819456581583044	Nedaudz mākslīgā intelekta. Plānoju ābolu talku Liepas muižā 23.septmebrī un vajadzēja ilustrācijas. #midjo https://t.co/BoIIkMtaoH	A little artificial intelligence. I planned an apple cleanup at Liepa Manor on September 23rd and needed illustrations. #midjo https://t.co/BoIIkMtaoH
2	1699853119499227628	@NorthGriffon @MarutaPriede @jabuslemts Jā, ļaut sev izbaudīt radīšanas procesu, pilnīgi atmetot domu par to, ka tam ir jābūt kaut kam noderīgam, kādam sasniegumam. Rekur es vīram uztamborēju tējas kanniņas sildītāju. Vai es šādus pārdošu? Ļoti šaubos, par ja es censtos, bet process patika un vīrs arī priecīgs :) https://t.co/JrdlVfQs3l	NorthGriffon @MarutaPriede @jabuslemts Yes, allow yourself to enjoy the process of creation, completely abandoning the idea that it must be something useful, some achievement. I crocheted a tea pot heater for my husband. Will I sell them? I am very doubtful if I would try, but I liked the process and my husband is also happy :) https://t.co/JrdlVfQs3l
2	1699853346121642424	BASKET-BOLS Latvija spēlējot. Es arī. Un pavisam oriģinālā nozīmē -metu grozā kartupeļus. Visur Latvijas laukos met. Jā, arī grozā! 😀🙏 Par kombinzona lencēm atcerējos vien vēlāk. Tāpēc uzsauļoju savu “sportatērpu”, kartupeļus lasot. Vari nākt paligā sarakt savai ziemai. https://t.co/KfpaFVCTEI	BASKET-BOLS Latvia playing. Same, actually. And in a completely original sense - throw potatoes in a basket. Everywhere in the countryside of Latvia met. Yes, in the cart too! 😀🙏 I remembered about the combo straps later. That's why I sunbathe my “gym outfit” while reading potatoes. You can come to the rescue for your winter. https://t.co/KfpaFVCTEI
2	1699862094881985023	Varenskaisti kaķi. Šausmīgi daudz ēd. https://t.co/NlnSOOWlT5	Mighty beautiful cats. An awful lot of food. https://t.co/NlnSOOWlT5
2	1699869350063141155	Kad mājās ir vakar vārīti makaroni, ņemam sviestu, eļļu, bekonu, ķiploku, tomātu mērci un parmezānu. Meita no istabas - kas te tik labi smaržo:)? https://t.co/G1Chsp2d4S	When we have pasta cooked at home yesterday, we take butter, oil, bacon, garlic, tomato sauce and parmesan. Daughter from the room - what smells so good here:)? https://t.co/G1Chsp2d4S
0	1699880167210954834	Mājas kafejnīca pie Vinila Valža. Vinilmūzika lauku atmosfērā un mīļi mājdzīvnieki.  Meņjū ļoti izvērsts - zupa ar gaļu vai zupa bez gaļas. Plātsmaize ar tēju/ kafiju/ kompotu. #plates #zupa #lauki https://t.co/YnZcSZ7jhp	Home cafe at Vinyl Valga. Vinyl music in a rustic atmosphere and cute pets. Manny is very expanded - soup with meat or soup without meat. Plate bread with tea/ coffee/ compote. #plates #soup #fields https://t.co/YnZcSZ7jhp
2	1699887451895164976	Izskatās, ka gailenes iet uz galu. Bet toties bekas un beciņas… #sēnes #sēņošana #mushrooms #rudensveltes https://t.co/zOymwP7KPk	It looks like the roosters are going to the end. But beck and beck… #mushrooms # mushrooming # mushrooms # autumn rolls https://t.co/zOymwP7KPk
0	1700003528926703951	Labrīt, šodienas pusdienas Miesnieku ielā 10 un Uriekstes iela 3. Lai visiem veiksmīga piektdiena un jauka nedēļas nogale! https://t.co/7YNMeAyGvD	Good morning, today's lunch at 10 Miesnieku Street and 3 Uriekstes Street. Have a great Friday and have a great weekend! https://t.co/7YNMeAyGvD
0	1700012502338154507	Labrīt, ābolu laiks klāt! https://t.co/LcgOfFbmk2	Good morning, it's apple time! https://t.co/LcgOfFbmk2
0	1700023483055399201	@kasparsskincs Šī garšos arī lakricas neēdājiem https://t.co/stubVzMi5P	kasparsskincs This will also taste licorice for non-eaters https://t.co/stubVzMi5P
0	1700031437515190509	Meičuki, ir iespēja padzīvot istabā Spānijā, brokastis arī iedošot un varēs izbraukt ar ričuku. https://t.co/11YP2GSok0	Meikuki, there is an opportunity to live in a room in Spain, breakfast will also be provided and you will be able to take a ricuku. https://t.co/11YP2GSok0
2	1700034427298988496	Uunnn gatavs.. liepziedu tēja ar medu. Acis sāp..deguns kņud..bērnam kakls ciet.. Kautkāds rudens vīruss ir  uz sliekšņa..  Pirmā ziņa: Keita šodien dārziņā nebūs.. ( veselību Twitter draugi 🍇🌾🥨☕🥦🍳🍵) https://t.co/ygfyu7brXu	UUNNN ready.. linden flower tea with honey. Eyes hurt..nose twitching..child's throat closed.. Some kind of autumn virus is  on the verge.. First post: Kate won't be in the garden today.. ( health Twitter friends🍇🌾🥨☕🥦🍳🍵) https://t.co/ygfyu7brXu
2	1700038338160349307	Tā kā man saulespuķes izsēj putni, ēdot pa taisno no galvām - un es sējeņus pavasarī tik paretinu, novēroju, ka ar katru nākamo gadu galvas kļūst mazākas. Drīz būs topinambūra izmērā 🙄 Putni gan vēl nenāk ēst, barības vēl pietiek. Jūsu 🌻 jau sāk izēst? https://t.co/F0LgOGdw4B	Since I get sunflowers sown by birds eating straight from my head - and I wind the seedlings so much in the spring, I notice that my heads are getting smaller every year. Soon to be the size of a Jerusalem artichoke 🙄 Birds do not come to eat yet, there is still enough food. 🌻 Already starting to eat you? https://t.co/F0LgOGdw4B
0	1700040402957402163	Kad saimnieks iepauzē brokastis, lai pastrādātu, tad ir Čiepas kārta ierausties bļodā un paņemt savu daļu https://t.co/6nZjHWbAie	When a host pauses breakfast to work, it's Chappie's turn to come to the bowl and grab your share at https://t.co/6nZjHWbAie
0	1700042525371728067	Domāju par reizi kad viens pats šito apēdu https://t.co/ETDjAFunNq	I think about once I ate this on my own https://t.co/ETDjAFunNq
0	1700043822296674765	https://t.co/YsN8p4bl7R  Šis tikai pierāda to, cik cilvēki ir tupi, jo paņemsim ātrāko piemēru: #airBaltic lidmašīnas patēriņš ir 2600 l/h, piestumjot to pilnu, sanāk nepilni 18 litri stundā, ar kuriem Tu veic 800+ km stundas laikā... klimata aktīvistēm derētu mazāk gaļu rīt https://t.co/yV3dm8fXoF	https://t.co/YsN8p4bl7R  This just proves how many people are squatting, because let's take the quickest example: #airBaltic airplane consumption is 2600 l/h, pushing it full results in less than 18 liters per hour, with which you run 800+ km in an hour... climate activists would need less meat tomorrow https://t.co/yV3dm8fXoF
2	1700050540292387233	16. septembrī Užavas pagastā no plkst. 12.00 līdz 16.00 norisināsies zivju tirgus, aicinot viesus jau trešo gadu nogaršot gardu maltīti, iegādāties dažādas zivis, iesaistīties meistarklasēs, kā arī baudīt kultūras programmu. 🎉🐟 Uzzini vairāk: 👉 https://t.co/auKco4vxAj https://t.co/xl9W8AUskr	September 16 in Užava parish from The fish market will take place from 12.00 to 16.00, inviting guests to taste a delicious meal, buy different fish, participate in master classes, as well as enjoy a cultural program for the third year. 🎉🐟 Learn more: 👉 https://t.co/auKco4vxAj https://t.co/xl9W8AUskr
2	1700051846977446178	Tēja un Vigan Cakes ir manas mīļākās brīvdienu brokastis. ❤️ https://t.co/kwyEqNm5sC	Tea and Vigan Cakes are my favorite holiday breakfasts. ❤️ https://t.co/kwyEqNm5sC
0	1700057729962742132	Alisa pirms pāris mēnešiem: \"Es nedzeru kafiju\" \"Es neēdu brokastis\" \"Man negaršo putras\"  Alisa šorīt: https://t.co/lULOVecykg	Alice a few months ago: "I don't drink coffee" "I don't eat breakfast" "I don't like porridge"  Alice this morning: https://t.co/lULOVecykg
0	1700058206922231942	Čaka ielā, pie progresīvi nokaltušā koka kastē, ir indiešu veikaliņš. Tur nopērkami vislabākie basmati rīsi Rīgā, iesaku. Bet saimnieks indietis apbrīnojami labi runā latviski. https://t.co/kFpPbyUeAu	On Chaka Street, next to a progressively stale wooden box, there is an Indian shop. Here you can buy the best Basmati rice in Riga, I recommend. But the Indian host speaks amazingly well in Latvian. https://t.co/kFpPbyUeAu
2	1700059935847882887	Kam prātā sēnes, kam ziemas bumbieri...😅 https://t.co/yTtooqCEPr	Having mushrooms in mind, having winter pears...😅 https://t.co/yTtooqCEPr
0	1700062423804199342	Ja tas var palīdzēt mums uzvarēt, esmu gatavs brokastīs ēst horvātu čipsus. Lai mums jaudīgs vakars!  @viaplaysportLV #futbols https://t.co/4ewuszagP7	If that can help us win, I'm ready to eat Croatian chips for breakfast. Have a great evening! viaplaysportLV #football https://t.co/4ewuszagP7
1	1700068862253736308	Vecmāmiņa bija aizvainota, ka Ansītis un Grietiņa atsacījās ēst viņas pagatavoto garšīgo gaileņu mērcīti pusdienās, kurai tikai piecas mušmirītes piejauktas… Par gaileņfobiem viņus kaunināja… Stambulas konvencija ir kā šī mērcīte. Visi LV pilsoņi ir PAR sieviešu aizsardzību,… https://t.co/DPNg42XmTU https://t.co/YidOVXt2Iy	My grandmother was offended that Hannity and Gretel refused to eat her delicious cockerel soak for lunch, which only had five muffins… They were ashamed of the cockroaches… The Istanbul Convention is like this sauce. All LV citizens are FOR THE protection of women,… https://t.co/DPNg42XmTU https://t.co/YidOVXt2Iy
0	1700078484142321919	@Kniipa2 Ritīgi mīļi..man fricīts ar freiju adoptējis..nezin kādas tās jūtas bet ļauj ēst no savas bļodas un guļ ar pakaļu pret pakaļu https://t.co/Z9XOQfcKZp	Kniipa2 Ritually sweet..I have been adopted by a freak.. I don't know what they feel but I let them eat from my bowl and sleep with my ass facing my ass https://t.co/Z9XOQfcKZp
0	1700092626811179184	Pelikāns uzdevumam pieiet atbildīgi un ar pilnu atdevi. @Sky_lark4ev cik var rīt? Nu šitik. Un vakarā vēl kādas 3-4 paspētmaizes. Vai arī kartupelīšus ar baraviku mērci.🤤🤤🤤 Atkarībā cikos mājas ķers.🤗 https://t.co/g6EKGPZAxk	Pelican approach the task responsibly and with full dedication. Sky_lark4ev how much can I get tomorrow? Come on. And in the evening, another 3-4 buns. Or potatoes with breadcrumbs sauce.🤤🤤🤤 Depending on the time of the house pick.🤗 https://t.co/g6EKGPZAxk
2	1700093398839898612	Dēļ publikas pieprasījuma, šodien brokastīs - rīvētas pankūkas.  Kakls joprojām sāp, no pretsāpju zālēm vislabāk palīdz Ultracod + gabapentīns (tur interesantas mijiedarbības) https://t.co/uSmhZCN2bM	Due to public demand, grated pancakes for breakfast today. Neck still hurts, Ultracod + gabapentin (holds interesting interactions) helps best from pain medication https://t.co/uSmhZCN2bM
2	1700094903563231270	TOMĀTU IZSTĀDE rit pilnā sparā! Nāc ieraudzīt tomātu citā gaismā Valmieras muzeja Veļas žāvētavā tikai šodien un rīt no plkst. 10.00 - 16.00.! Izstādes laikā iespējams saņemt konsultācijas no tomātu audzētājām un kolekcionārēm, kā arī iegādāties tomātu sēklas. https://t.co/83cHKtcVua	THE TOMATO EXHIBITION is in full swing! Come see the tomato in a different light in the Valmiera Museum Laundry Dryer only today and tomorrow from 10.00 - 16.00! During the exhibition, you can get advice from tomato growers and collectors, as well as buy tomato seeds. https://t.co/83cHKtcVua
2	1700110779083538452	Jau nākamajā piektdienā, 15. septembrī, Ķīnas Kultūras centrā notiks AN SHIM TEA @anshimtea un ķīniešu gleznošanas studijas Lidojošā ota foto un mākslas izstādes par tēju \"Infinite Tea\" atklāšana. Izstāde būs apskatāma līdz novembrim. Laipni lūdzam! https://t.co/zTWlCv8gve	Next Friday, September 15, the opening of AN SHIM TEA @ anshimtea and the Chinese painting studio Flying Brush photo and art exhibition on tea "Infinite Tea" will take place at the Cultural Center of China. The exhibition will be open until November. Welcome! https://t.co/zTWlCv8gve
0	1700113730749538580	@Olehnovics @barintiesa 😜 Var arī svaigu zālīti paēst, nav jau obligāti tik svaiga zivs, vai ne? @barintiesa  😂 https://t.co/1Xdt4MetmB	Olehnovics @barintiesa 😜 You can also eat fresh grass, it's not necessarily such a fresh fish, is it? barintiesa  😂 https://t.co/1Xdt4MetmB
2	1700118123884474802	ČOKO NO MĀJĀM SVEICINA🌞 Jauku vēstuli saņēmām no mūsu bijušās iemītnieces šokolādes suņmeitiņas Čoko mājām. Skaista Čoko brūnā kleitiņa un jauki viņas slepenie draugi (bērni aiz sētas, kas skaistuli samīļo).😉 Mīļš paldies sunītes saimniecei Katei ar ģimeni par laimīgo asti!💖 https://t.co/85HzYSqsGe	Choko from HOME A🌞 nice letter we received from the home of our former resident chocolate dog Choko. Beautiful Choco brown dress and lovely her secret friends (the children behind the fence who adore the beauty).A big thank😉 you to Kate, the dog's owner, and her family for a happy tail!💖 https://t.co/85HzYSqsGe
0	1700124130484326701	2 dienas pēc operācijas - stilīgs outfits, lai neizkasītu šuves, bet kopumā čīkstīši, kašķīši, ēst negribīši un vispār galīga neoma. Rīt, cerams, varēsim izņemt drenu. https://t.co/CtAFXWh8aL	2 days after surgery - stylish outfits so as not to dig out the seams, but in general squeaks, mites, eat unwanted and in general a definitive neoma. Tomorrow, hopefully we can take out the drain. https://t.co/CtAFXWh8aL
1	1700167435892994084	@Jeezlouees Magoņu ar šokolādes glazūru, bet tikai no Bulkas. Cik ilgi ēdu, nemaz nezināju, ka vegānas, garšo pēc dzīva sviesta. https://t.co/Ew1Ws0cQho	Jeezlouees Poppy with chocolate glaze, but only from Bulka. For how long I ate, I didn't even know that vegan tastes like live butter. https://t.co/Ew1Ws0cQho
2	1700177347121430788	Sievietei neko daudz nevajag. Tikai kārtējo sievišķības procedūriņu, kūciņu, tējiņu (vai vīniņu) un kādu, kurš to visu apmaksā. Bet, ja meistare, satiekot mani, iesaucas \"Sveika, skaistā sieviete!\", es varu par visu samaksāt arī pati. 🤩 Nedēļa bija jaudīga, tagad būs baudīgi. https://t.co/spPv20qHS9	A woman doesn't need much. Just another procedure of femininity, a cake, tea (or wine) and someone who pays for it all. But if the master, when meeting me, exclaims "Hello, beautiful woman!", I can pay for everything myself. 🤩 The week was powerful, now it will be enjoyable. https://t.co/spPv20qHS9
0	1700191258482745813	Kur lai nabaga cilvēks paliek, kad novāc  iemīļotos solus pie Barona centra? Kur lai viņš ēd, dzer, dirš un guļ? Tāpēc - rīdzinieki un galvaspilsētas viesi! Lūdzu nesēdiet uz šiem jaunajiem soliņiem it kā atjaunotajā Ģertrūdes ielā! Tie ir netīri un smirdīgi, sabojāsiet drēbes. https://t.co/Sui8QDrShC	Where does the poor man stay when you pick up your favourite benches at the Baron's Centre? Where should he eat, drink, fist and sleep? That's why Riga residents and guests of the capital city! Please do not sit on these new benches on the supposedly renovated Gertrude Street! They are dirty and smelly, will damage clothes. https://t.co/Sui8QDrShC
2	1700195345773232273	Kā traka ostu kafiju, trauku mazgāšanas tabletes, VISU. Nekam nav smaržas! Viss garšo uz divām trešdaļām sliktāk! Tieši tajā dienā, kad sataisījos grauzt čipsus ar mērcīti un skatīties Breaking Bad!!!!!!!!!!!!! https://t.co/ULPLdo9tE0	Like a crazy port of coffee, dishwashing pills, EVERYTHING. Nothing smells! Everything tastes two-thirds worse! Just the day I was going to eat chips with a sauce and watch Breaking Bad!!!!!!!!!!!!!! https://t.co/ULPLdo9tE0
2	1700197921562439991	Kaut kā neiet kopā! Multivitamīni/lācīši ar šokolādes garšu https://t.co/ee06zIFdf0	Something doesn't go together! Chocolate-flavored multivitamins/bears https://t.co/ee06zIFdf0
1	1700198459729408054	@zeile_daiga @MKradzina @LLobotomija Ņam ņam! https://t.co/AX8D1Y1Ai9	zeile_daiga @MKradzina @LLobotomy for New! https://t.co/AX8D1Y1Ai9
0	1700199298070155767	Nopirku šodien kāpostu borščam. Mājās visi staigā un rēc.. smuks taču! 😆 https://t.co/l2s3eHyma4	I bought a cabbage borscht today. Everyone walks and cries at home.. cute! 😆 https://t.co/l2s3eHyma4
2	1700205965528670662	Sēžu gultā un riju rimi karameļ maizi 😄 nesen atjēdzos ka neesmu īsti šodien neko ēdusi. 🙈 Fonā kūpinu sandalkoka vīraku un priecājos par jauno zilonīša kulonu ko sev šodien nopirku. 🥰🐘 Ko tu piektdienas vakarā?😊 https://t.co/nMw16Kt1me	I'm sitting in bed and swallowing caramel bread 😄 recently, I realized that I haven't really eaten anything today. I smoke sandalwood incense in the🙈 background and am delighted with the new elephant pendant that I bought for myself today. 🥰🐘 What are you doing on Friday night?😊 https://t.co/nMw16Kt1me
1	1700229073249726760	Sākās dzejas dienas. Kā katru gadu pie Tilta Uz Nekurieni. To gan šoreiz skatījām pāri ceļam no Sātos  topošās kafejnīcas \"Murdiņi\" sētas. Kafejnīca atvērsies pēc vienas nedēļas, laba kafija. https://t.co/v32mePBR8S	The days of poetry began. Like every year at the Bridge to Nowhere. This time, however, we watched it across the road from the fence of  the cafe "Murdiņi", which is to be built in Sati. The cafe will open in one week, good coffee. https://t.co/v32mePBR8S
2	1700241973410410614	Tumšās šokolādes saldējums ar piparmētru. Pulkstenis 23:15 🍨 Laiks sastingst.  Pirmā nāk piparmētra svaiga,salta ,kā elpas vilciens sniegota kalna virsotnē,tad savu deju uzsāk tumšā šokolāde,bieza  kaislīga  nakts ,atstājo mazu rūgtumiņu,šī garšas ceļojuma punkt uz i https://t.co/S5S6SPCdXN	Dark chocolate ice cream with mint. 23:15 clock 🍨 Time freezes. First comes mint fresh, frosty,like a breath at the top of a snowy mountain,then dark chocolate, a thick  passionate  night , left a little bitter,this point of the taste journey to i https://t.co/S5S6SPCdXN
3	1700269604835414348	@DidzisSmits @EvikaSilina Didzi, Saulstariņ, biezpiens jāēd, ome tā teica, tas atmiņu uzlabo🤩 Vai arī sniega krabjus🤷‍♂️ https://t.co/vWAMtlx60h	DidzisSmits @EvikaSilina Didzi, Sunshine, cottage cheese should be eaten, ohm said so, it improves memory🤩 Or snow crabs🤷‍♂️ https://t.co/vWAMtlx60h
0	1700367799435100249	@anita_muizniece Pirms padsmit gadiem strādāju par viesmīli un viesis ap pusnakti pasūtīja kartupeļu čipšus, kurus pavāriem nu ĻOTI riebās taisīt. Kad bija gatavs, pasūtījumu no virtuves saņēmu ar šādu zīmīti pa virsu 😂 joprojām katru reizi iesmeju, kad Facebook izmet šo atmiņu 😄 https://t.co/CQt1pBHGcv	anita_muizniece Thirteen years ago I worked as a waiter and a guest ordered potato chips around midnight, which the cooks NOW hated to make. When I was ready, I received an order from the kitchen with this note on top and 😂 still laughed every time Facebook threw this memory away 😄 https://t.co/CQt1pBHGcv
2	1700384130746241513	Viena no dekorācijām fotosesijā, ābolu grozs ar izbirušiem āboliem. Ko dara mans bērns? Redz, ka āboli izbiruši, sāk lasīt groziņā atpakaļ 😄 nekārtība taču. Apbrīnoju pacietību, kāda bija maniem mazajiem. Domājams ka bildes arī būs AAAAAAA https://t.co/o5hey8EbhX	One of the decorations for the photo shoot, a basket of apples with scattered apples. What does my child do? You can see that the apples are scattered, and you start to read the 😄 mess back in the basket. I admire the patience my little ones had. It is expected that the photos will also be AAAAAAA https://t.co/o5hey8EbhX
2	1700385747679739944	Saldais ēdiens basketbola faniem - Latvija pret Lietuvu cīņā par 5. vietu pasaulē! 🤌  @BetsafeLatvija eksperts @nix_gaigalietis uzskata, ka Baltijas derbijs būs aizraujošs un saspringts, kamēr otrā spēlē slovēņi izcīnīs 7. vietu 🏀  Prognozi lasi šeit: https://t.co/1GtVa1v8So https://t.co/XBDeyZRYR7	Sweet food for basketball fans - Latvia vs Lithuania in the fight for the 5th place in the world! 🤌  @BetsafeLatvia expert @nix_Gaigalis believes that the Baltic Derby will be exciting and stressful, while in the second game the Slovenes will take 7th place Read the 🏀  forecast here: https://t.co/1GtVa1v8So https://t.co/XBDeyZRYR7
1	1700416050808902027	Nakti pārdzīvojam, bija smagi. Šorīt abas paēda un nu jau visi lieli riski ir garām, gulēt uz grīdas nebija nemaz tik traki. Paldies dakterēm 🙏🏽 vēl nedēļu miega un miera režīms un tad sāksim vieglus treniņus. https://t.co/hTGJfu5ZmQ	We went through the night, it was hard. This morning both of them ate and now all the big risks are passed, sleeping on the floor was not so bad. Thank you doctors for 🙏🏽 another week of sleep and rest and then let's start light workouts. https://t.co/hTGJfu5ZmQ
2	1700423005250240842	Vakar bijām turku restorānā #annasmielasti paprovēt kā viņi taisa mūsu iemīļoto lamb &amp; bulgur. Salāti bija skābēti kāposti ar mazliet dillēm, patika! Bulgurs izcils. Jēra gaļa gan mums šķita par treknu (laikam kāds cits cut). Pēc četriem gab man vairs negribējās to ēst. Mūsu… https://t.co/U3DEBI5zQc https://t.co/wQng5h7p1t	Yesterday we were at a Turkish restaurant # annasmielasti to get used to how they make our beloved lamb & bulgur. The salad was sauerkraut with a bit of dill, loved it! Bulgur is brilliant. The lamb was too fatty for us though (I guess someone else cut it). After four pieces, I didn't want to eat it anymore. Our… https://t.co/U3DEBI5zQc https://t.co/wQng5h7p1t
2	1700429983531843800	piekdienis atpūšās pie kartupeļiem https://t.co/8TNYeC8hZI	friday rested at potato https://t.co/8TNYeC8hZI
3	1700431099682255166	@EdgarSk @jtaurens Confirmed.  Jo jau tad garšīgākais ēdiens bija otrs latvietis :( https://t.co/nU9ZSxI8kf	EdgarSk @jtaurens Confirmed. Because even then, the second Latvian was the tastiest food:( https://t.co/nU9ZSxI8kf
2	1700444466966876536	Šodien tiks noskaidrots, vai aukstā zupa ēdama ar vai bez kartupeļiem. #FIBAWC @basketbols https://t.co/MGMUi54Q3P	Today, it will be determined whether cold soup should be eaten with or without potatoes. #FIBAWC @basketball https://t.co/MGMUi54Q3P
2	1700448330659090673	Turpinot sēņu audzēšanas tēmu.  Mājas var audzēt parazītiskās - piepes.  Pagalmā var sabakstīt beciņas, bet obligāti vajag to spešel koku turpat blakus un mitros apstākļus. https://t.co/kDHPRKiv06 https://t.co/sIOpvU4j1g https://t.co/kDn6S0kQw2	Continuing the theme of mushroom cultivation. Houses can be grown in parasitic - piepes. In the courtyard, you can tear sticks, but it is imperative to have that sonshel tree right next to you and the wet conditions. https://t.co/kDHPRKiv06 https://t.co/sIOpvU4j1g https://t.co/kDn6S0kQw2
1	1700453322128289929	Kas jums šodien garšīgs? https://t.co/o5K4GGlcYu	What do you like today? https://t.co/o5K4GGlcYu
1	1700454979264262168	- Hmm. Ir +26°C, ko nopirkt paēst tādu, lai nav karsts?  ... ... - A, pareizi... 🙈 https://t.co/VatxKZm6NZ	Hmm... Is +26°C what to buy to eat such that it is not hot?  ... - Oh, right... 🙈 https://t.co/VatxKZm6NZ
3	1700466327272513638	“Ir jāsaprot, ko tu uztaisīsi, ir jābūt spējīgam notestēt uz saviem mājiniekiem katru jaunu recepti, lai saprastu, kas kuram garšo, kā to garšu noregulēt.” #StiprieStāsti viesojas \"Kārandās\" pie Justa Dzedona. 🎧: https://t.co/ZaYHZFRnFQ Foto: Daina Zalamane / Latvijas Radio https://t.co/d1UHCvdhW6	“You have to understand what you're going to make, you have to be able to test every new recipe on your housemates to understand what they like, how to adjust it.” #StrongStories visiting "Karandas" at Justs Zedons.🎧: https://t.co/ZaYHZFRnFQ Photo: Daina Zalamane / Latvijas Radio https://t.co/d1UHCvdhW6
